AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-2055,-615,647,-135,291,490,0
-1904,-486,706,-204,235,511,0
-1967,-564,746,-230,289,466,0
-1991,-584,728,-254,156,393,0
-1983,-559,661,-282,72,307,0
-1985,-555,671,-308,58,226,0
-2042,-607,670,-324,154,171,0
-2106,-644,704,-329,220,133,0
-2171,-610,808,-306,248,110,0
-2195,-570,915,-246,241,89,0
-2219,-514,921,-165,162,65,0
-2197,-476,900,-90,3,38,0
-2120,-447,878,-32,-111,13,0
-2055,-415,836,0,-142,-17,0
-2012,-336,718,-3,-151,-43,0
-2031,-293,641,-45,-106,-51,0
-2142,-345,553,-116,-19,-23,0
-2234,-419,485,-223,-29,34,0
-2178,-445,547,-338,-125,79,0
-2031,-436,615,-423,-238,75,0
-1902,-413,640,-474,-371,24,0
-1779,-408,705,-493,-429,-47,0
-1744,-371,760,-476,-363,-111,0
-1762,-333,747,-432,-309,-153,0
-1733,-301,708,-373,-265,-195,0
-1687,-331,573,-316,-276,-250,0
-1460,-326,445,-298,-323,-286,0
-1745,-538,402,-334,2,-272,0
-2067,-638,450,-415,506,-159,0
-1967,-500,407,-526,321,-47,0
-1837,-382,587,-612,304,10,0
-1887,-412,608,-662,181,33,0
-1909,-366,674,-668,-147,46,1
-1791,-390,762,-612,-309,64,1
-1656,-309,809,-491,-216,113,1
-1547,-261,758,-344,-113,174,1
-1547,-267,690,-223,71,255,1
-1519,-211,555,-180,330,341,1
-1522,-120,439,-220,491,404,1
-1519,-24,339,-338,463,443,1
-1534,-32,251,-512,425,477,1
-1510,-6,236,-705,361,518,1
-1459,70,282,-864,364,569,1
-1447,72,292,-986,477,640,1
-1564,16,270,-1095,613,747,1
-1694,39,290,-1186,706,896,1
-1617,88,270,-1261,768,1046,1
-1625,60,350,-1303,901,1179,1
-1598,92,438,-1293,920,1289,1
-1484,127,461,-1246,883,1340,1
-1516,166,396,-1206,842,1354,1
-1509,232,328,-1183,762,1365,1
-1530,326,166,-1185,781,1370,1
-1588,396,25,-1241,868,1387,1
-1721,459,26,-1333,998,1417,1
-1885,540,58,-1431,1025,1460,1
-1893,610,48,-1542,966,1491,1
-1892,680,-26,-1695,916,1509,1
-1860,701,-191,-1915,937,1523,1
-1897,687,-398,-2223,1092,1555,1
-2032,577,-395,-2555,1290,1617,1
-2174,524,-301,-2824,1434,1712,1
-2352,376,-247,-3012,1551,1823,1
-2397,292,-105,-3103,1531,1931,1
-2437,194,13,-3079,1455,2004,1
-2349,182,113,-2962,1218,2025,1
-2407,200,-35,-2825,1027,2017,1
-2694,158,-312,-2749,925,2055,1
-2834,55,-544,-2748,902,2132,1
-2824,-23,-667,-2793,914,2169,1
-2887,-77,-594,-2827,882,2133,1
-2777,-160,-384,-2791,795,2011,1
-2640,-183,-300,-2686,648,1792,1
-2666,-188,-387,-2562,536,1537,1
-2969,-264,-759,-2485,712,1352,1
-3134,-358,-1062,-2494,1048,1241,1
-3249,-520,-1049,-2497,1389,1120,1
-3317,-653,-844,-2408,1511,927,1
-3333,-693,-498,-2186,1285,657,1
-3402,-742,-159,-1816,873,349,1
-3431,-650,59,-1360,328,50,1
-3442,-572,139,-892,-203,-207,1
-3372,-440,-38,-498,-484,-421,1
-3150,-184,-315,-251,-574,-640,1
-3016,-21,-553,-167,-424,-880,1
-2953,52,-697,-231,-139,-1114,1
-2933,150,-741,-377,114,-1359,1
-3130,145,-586,-551,264,-1561,1
-3359,168,-413,-698,171,-1668,1
-3414,183,-308,-801,-11,-1712,1
-3370,114,-341,-886,-97,-1706,1
-3215,16,-290,-923,-72,-1691,1
-3059,-32,-293,-875,-26,-1735,1
-2890,-123,-309,-792,30,-1851,1
-2801,-148,-273,-690,170,-2007,1
-2825,-158,-226,-568,352,-2166,1
-2881,-149,-198,-442,462,-2306,1
-2869,-112,-163,-325,512,-2430,1
-2905,-109,-147,-227,518,-2544,1
-2903,-65,-163,-159,397,-2648,1
-2878,-47,-205,-127,234,-2729,1
-2818,-53,-224,-135,148,-2783,1
-2712,-51,-120,-142,100,-2820,1
-2617,-52,-41,-121,69,-2855,1
-2546,-83,36,-75,45,-2878,1
-2458,-82,106,-8,-3,-2893,1
-2349,-107,149,70,0,-2905,1
-2245,-93,124,133,22,-2913,1
-2104,-46,175,193,103,-2927,1
-2019,-49,217,256,153,-2962,1
-1950,-46,133,283,212,-2990,1
-1890,5,130,252,327,-3006,1
-1950,62,126,196,349,-2999,1
