AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1610,-1413,491,338,-159,228,0
-1463,-1409,462,248,7,219,0
-1459,-1377,500,150,118,178,0
-1407,-1379,522,67,193,118,0
-1386,-1375,499,0,234,52,0
-1370,-1353,471,-57,149,-4,0
-1421,-1337,466,-91,36,-42,0
-1594,-1318,632,-63,54,-47,0
-1630,-1324,691,49,157,-38,0
-1639,-1322,615,195,129,-42,0
-1626,-1324,535,333,-60,-64,0
-1585,-1349,557,454,-289,-105,0
-1556,-1354,525,543,-439,-164,0
-1556,-1334,479,570,-517,-233,0
-1425,-1383,460,535,-618,-295,0
-1330,-1498,544,462,-361,-357,0
-1609,-1445,375,335,-277,-359,0
-1584,-1396,405,171,-257,-308,0
-1597,-1367,471,41,-266,-244,0
-1588,-1339,402,-44,-421,-194,0
-1633,-1315,527,-64,-350,-159,0
-1643,-1280,629,-15,-108,-131,0
-1673,-1260,679,66,108,-95,0
-1699,-1286,603,132,317,-60,0
-1843,-1317,358,144,468,-26,0
-1782,-1380,314,88,347,4,0
-1545,-1379,254,1,-128,-38,0
-1510,-1312,295,-96,-649,-134,0
-1434,-1427,429,-164,-881,-259,0
-1044,-1333,334,-194,-655,-396,0
-904,-1140,218,-215,-143,-526,0
-1082,-1059,176,-232,393,-620,0
-1511,-1159,-26,-246,893,-631,0
-1403,-1594,-89,-281,1494,-596,0
-1602,-1797,-38,-324,1694,-589,0
-1749,-1709,-26,-378,1505,-611,0
-1684,-1563,-48,-431,1299,-665,0
-1771,-1359,297,-468,1192,-728,0
-1925,-1435,866,-430,537,-772,0
-1748,-1505,768,-371,47,-792,0
-1843,-1531,837,-288,-55,-780,0
-1833,-1472,822,-163,346,-743,0
-1815,-1502,598,-21,600,-711,0
-1693,-1588,478,108,513,-706,0
-1559,-1614,506,239,340,-723,0
-1425,-1577,570,374,326,-760,0
-1348,-1563,598,507,541,-822,0
-1332,-1618,619,625,646,-914,0
-1352,-1659,572,714,648,-1022,0
-1410,-1624,491,763,714,-1126,0
-1774,-1671,532,787,850,-1185,0
-2333,-1272,828,826,774,-1132,0
-2385,-1214,679,892,301,-960,0
-1884,-1904,402,855,619,-713,0
-1512,-1776,1,698,210,-553,0
-1296,-1315,-254,452,-153,-494,0
-1213,-1135,-332,166,-494,-515,0
-1416,-1142,-304,-139,-717,-493,0
-1629,-1409,-148,-427,-1321,-388,0
-1279,-1276,-121,-687,-1966,-251,0
-997,-1158,35,-875,-1953,-148,0
-775,-1302,276,-977,-1579,-105,0
-804,-1254,570,-995,-1055,-152,0
-722,-1208,821,-904,-292,-263,0
-618,-1632,813,-761,-13,-438,0
-591,-1710,881,-666,1036,-611,0
-1185,-1666,739,-611,1175,-733,0
-1630,-1602,702,-532,596,-730,0
-1634,-1627,660,-437,-254,-653,0
-1348,-1701,718,-312,-748,-558,0
-1145,-1726,694,-170,-705,-469,0
-1062,-1697,542,-44,-465,-394,0
-948,-1620,456,47,-95,-314,0
-946,-1641,391,89,143,-237,0
-1075,-1686,447,108,241,-155,0
-1116,-1658,550,139,265,-75,0
-1114,-1648,632,185,143,-22,0
-1119,-1573,564,231,-54,3,0
-1025,-1550,504,263,-211,11,0
-954,-1550,406,273,-239,8,0
-1006,-1585,258,247,-184,2,0
-1012,-1561,209,200,-109,-3,0
-978,-1522,128,143,-17,-20,0
-963,-1536,175,79,91,-46,0
-985,-1617,248,35,256,-70,0
-991,-1640,242,7,464,-81,0
-1040,-1635,295,-11,660,-84,0
-1224,-1681,375,-9,722,-87,0
-1277,-1643,458,19,511,-106,0
-1234,-1551,527,76,158,-161,0
-1137,-1583,517,151,-111,-237,0
-1083,-1702,460,216,-213,-305,0
-1046,-1748,412,271,-197,-347,0
-1044,-1734,371,323,84,-363,0
-1113,-1676,372,365,483,-354,0
-1240,-1692,312,393,922,-309,0
-1305,-1707,215,371,1193,-241,0
-1255,-1712,208,304,1126,-190,0
-1203,-1705,203,221,920,-170,0
-1211,-1743,203,142,735,-173,0
-1196,-1779,173,79,568,-205,0
-1035,-1761,234,52,366,-289,0
-812,-1719,294,63,124,-434,0
-609,-1762,296,93,46,-630,0
-584,-1779,236,114,2,-843,0
-678,-1814,193,121,179,-1021,0
-760,-1873,91,105,384,-1152,0
-664,-1946,25,62,667,-1281,0
-942,-1895,234,38,968,-1403,0
-916,-1900,-4,33,919,-1469,0
-808,-2021,278,19,514,-1541,0
-845,-2062,358,70,567,-1550,0
-964,-2091,466,144,579,-1476,0
-887,-2099,343,214,629,-1384,0
-713,-2050,252,239,638,-1358,0
-614,-2022,241,255,521,-1389,0
-556,-1936,156,257,483,-1443,1
-321,-2004,48,214,383,-1486,1
-323,-2044,98,145,368,-1465,1
-272,-2039,161,79,429,-1402,1
-241,-2045,177,3,552,-1292,1
-346,-1990,128,-90,642,-1128,1
-491,-1913,168,-187,515,-880,1
-480,-1933,219,-254,464,-551,1
-419,-1866,210,-288,491,-162,1
-355,-1865,314,-281,634,275,1
-490,-1899,338,-250,864,778,1
-771,-1814,216,-261,851,1388,1
-910,-1787,78,-346,750,2129,1
-1055,-1774,26,-497,776,2970,1
-1471,-1811,38,-681,692,3908,1
-1621,-1819,36,-849,626,4907,1
-1744,-1803,110,-944,709,5860,1
-1910,-1716,179,-971,624,6702,1
-2017,-1713,251,-958,279,7383,1
-2245,-1769,286,-929,-372,7920,1
-2067,-1839,503,-789,-1109,8192,1
-1968,-1684,696,-453,-2119,8119,1
-1853,-1529,503,-21,-3196,7729,1
-1521,-1194,70,347,-3854,7066,1
-414,-1319,-342,557,-3836,5935,1
682,-584,-534,608,-3086,4150,1
843,91,-863,475,-1271,2027,1
-173,540,-733,183,1087,-1,1
-1768,684,-436,-82,3270,-1611,1
-3009,658,-220,-337,4374,-2856,1
-3769,399,27,-613,3980,-3831,1
-4147,70,298,-901,2872,-4455,1
-3985,15,475,-1103,1404,-4771,1
-3432,-38,533,-1182,164,-4853,1
-2757,-344,595,-1089,-297,-4776,1
-2061,-663,592,-806,-320,-4699,1
-1424,-895,486,-382,-88,-4692,1
-917,-1079,394,100,432,-4752,1
-731,-1128,332,589,917,-4815,1
-838,-1182,206,1004,1331,-4773,1
-1058,-1185,73,1285,1613,-4582,1
-1448,-1031,-175,1409,1529,-4257,0
-1554,-1020,-349,1373,1034,-3803,0
-1532,-932,-503,1221,719,-3266,0
-1562,-1021,-676,1004,109,-2693,0
-1277,-1151,-552,775,-425,-2095,0
-696,-1327,-160,664,-68,-1534,0
-570,-1531,182,660,-214,-1079,0
-751,-1686,167,682,-263,-657,0
-464,-1613,405,718,-9,-360,0
-353,-1581,496,811,-267,-192,0
-264,-1627,283,866,-385,-118,0
-284,-1743,208,879,-463,-76,0
