AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1929,-714,-48,-32,-19,25,0
-1913,-707,-66,-43,-37,41,0
-1882,-715,-105,-67,-20,54,0
-1865,-727,-95,-97,9,60,0
-1853,-724,-84,-117,35,60,0
-1867,-729,-64,-129,51,57,0
-1888,-734,-61,-134,40,55,0
-1896,-732,-51,-135,13,56,0
-1882,-734,-61,-133,6,58,0
-1880,-737,-78,-137,19,56,0
-1882,-737,-82,-145,43,55,0
-1903,-728,-100,-151,73,53,0
-1929,-731,-102,-157,72,55,0
-1944,-749,-93,-157,51,57,0
-1951,-757,-84,-152,20,60,0
-1932,-749,-85,-139,-5,60,0
-1901,-757,-95,-127,-26,53,0
-1882,-758,-107,-117,-7,42,0
-1888,-760,-119,-113,9,29,0
-1900,-746,-130,-115,23,18,0
-1907,-736,-136,-117,26,12,0
-1917,-744,-136,-122,43,15,0
-1898,-747,-131,-121,53,19,0
-1922,-740,-103,-118,81,21,0
-1961,-733,-104,-111,63,23,0
-1936,-737,-105,-104,8,26,0
-1913,-737,-104,-96,42,23,0
-1941,-730,-124,-90,56,18,0
-1941,-721,-155,-90,22,15,0
-1884,-734,-159,-98,42,9,0
-1917,-733,-148,-103,89,3,0
-1933,-723,-185,-114,54,-1,0
-1888,-734,-157,-123,42,-6,0
-1916,-738,-152,-125,75,-11,0
-1937,-747,-171,-132,78,-8,0
-1965,-768,-137,-136,70,3,0
-1967,-781,-125,-132,53,16,0
-1952,-811,-106,-126,38,24,0
-1950,-835,-125,-122,50,25,0
-1941,-855,-148,-132,80,23,0
-1967,-878,-181,-156,119,15,0
-1995,-918,-208,-198,148,10,0
-1959,-925,-249,-257,270,2,0
-2085,-957,-235,-323,425,-17,0
-2147,-1052,-257,-388,563,-62,0
-2240,-855,-331,-436,730,-121,0
-2182,-1335,-275,-447,512,-256,0
-2258,-1098,-303,-429,336,-425,0
-2129,-939,-374,-396,470,-589,0
-2278,-1053,-443,-361,676,-721,0
-2404,-1081,-502,-335,872,-794,1
-2543,-889,-489,-292,989,-823,1
-2470,-1206,-594,-239,1131,-810,1
-2667,-1381,-687,-188,944,-777,1
-2375,-909,-759,-125,797,-762,1
-2377,-1105,-669,20,637,-817,1
-2332,-1105,-857,189,373,-864,1
-2127,-1068,-896,368,151,-917,1
-1983,-1044,-1033,549,49,-965,1
-1904,-1012,-1105,710,13,-983,1
-1804,-926,-1156,861,7,-969,1
-1680,-884,-1139,1002,14,-933,1
-1564,-808,-1186,1137,11,-888,1
-1469,-802,-1140,1266,33,-828,1
-1362,-715,-1087,1405,27,-755,1
-1242,-656,-1026,1548,-14,-676,1
-1152,-535,-965,1678,-47,-580,1
-1078,-412,-901,1786,-39,-463,1
-1032,-305,-800,1868,-43,-329,1
-991,-199,-724,1917,-46,-190,1
-924,-84,-613,1944,-95,-55,1
-854,0,-478,1958,-126,71,1
-812,90,-361,1960,-142,205,1
-748,157,-180,1959,-148,353,1
-661,229,-2,1970,-151,507,1
-586,303,127,1977,-114,670,1
-494,335,212,1952,-65,844,1
-427,311,316,1880,101,1038,1
-455,295,458,1771,287,1262,1
-539,319,546,1625,423,1508,1
-639,325,601,1433,530,1759,1
-724,349,695,1212,591,1999,1
-903,384,840,984,592,2216,1
-1089,437,945,781,500,2422,1
-1236,408,986,573,374,2607,1
-1468,358,1075,353,228,2788,1
-1585,343,1101,129,48,2954,1
-1640,282,1126,-107,-68,3088,1
-1778,224,1197,-342,-63,3190,1
-1793,266,1175,-578,33,3259,1
-2051,258,1233,-816,140,3286,1
-2405,262,1119,-1062,166,3272,1
-2998,175,1100,-1303,119,3221,1
-3251,-243,993,-1540,-66,3194,1
-3322,-162,884,-1708,-601,3064,1
-3185,-255,880,-1841,-958,2801,1
-3167,-257,951,-1904,-1224,2503,1
-3168,-232,1020,-1919,-1235,2261,1
-3317,-347,871,-1919,-1038,2110,1
-3364,-388,531,-1961,-682,2002,1
-3478,-553,88,-2089,-203,1861,1
-3500,-660,-51,-2251,136,1618,1
-3752,-757,-15,-2348,262,1298,1
-4044,-800,104,-2326,13,995,1
-4189,-798,140,-2185,-332,759,1
-4205,-841,-92,-1992,-475,576,1
-4058,-825,-311,-1791,-384,352,1
-4030,-800,-486,-1589,-85,33,1
-4144,-818,-618,-1385,200,-365,1
-4275,-787,-603,-1157,381,-799,1
-4454,-803,-722,-912,551,-1215,1
-4605,-827,-877,-700,710,-1585,1
-4884,-872,-931,-513,802,-1905,1
-5146,-956,-947,-347,651,-2165,1
-5185,-988,-896,-177,429,-2373,1
-5031,-996,-816,27,253,-2557,1
-4736,-929,-675,272,312,-2760,1
-4408,-755,-449,578,374,-3012,1
-3985,-506,-320,907,416,-3323,1
-3567,-185,-283,1183,479,-3651,1
-3334,87,-199,1380,585,-3934,1
-3272,425,-160,1493,686,-4109,1
-3209,727,-100,1507,553,-4158,1
-2911,995,-117,1417,266,-4117,1
-2680,1179,-138,1239,103,-3982,1
-2360,1315,-124,998,-49,-3778,1
-1898,1340,-189,705,-248,-3551,1
-1403,1294,-172,376,-298,-3359,1
-1183,1121,-79,98,-220,-3134,1
-902,937,255,-44,-268,-2865,1
-598,768,276,-35,-371,-2575,1
-130,637,282,50,-421,-2320,1
210,481,161,151,-369,-2113,1
511,400,29,228,-297,-1937,1
627,317,-68,274,-69,-1756,1
610,261,-141,288,171,-1546,1
575,258,-217,259,317,-1337,1
514,227,-379,173,357,-1136,1
404,140,-405,36,347,-948,1
353,-4,-458,-101,334,-762,0
363,-73,-307,-206,388,-600,0
349,-109,-210,-243,387,-456,0
185,-159,-162,-218,392,-361,0
-48,17,-124,-181,389,-300,0
-81,-191,-98,-144,135,-272,0
-353,-597,-21,-75,173,-238,0
-709,-545,-46,-24,367,-131,0
-949,-409,-92,17,26,8,0
-1142,-450,-26,45,-235,186,0
-1150,-647,-25,71,-341,381,0
-1144,-863,-52,80,-311,567,0
-1137,-1068,-71,64,-181,733,0
-1179,-1211,-88,26,-9,874,0
-1172,-1287,-194,-38,240,977,0
-1266,-1339,-138,-101,389,1046,0
-1427,-1343,-25,-127,457,1098,0
-1670,-1306,49,-110,174,1159,0
-1795,-1224,31,-70,-147,1239,0
-1787,-1084,94,5,-410,1299,0
-1831,-1010,158,110,-450,1341,0
-1839,-1111,40,175,-400,1358,0
-1856,-1420,-136,163,-498,1333,0
-1817,-1688,-102,79,-363,1290,0
-1686,-1617,-91,-7,-39,1197,0
-1691,-1454,-123,-84,371,1072,0
