AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1980,-245,159,37,-9,-14,0
-1949,-237,145,22,23,-7,0
-1982,-259,159,10,80,15,0
-2008,-269,158,1,120,45,0
-2003,-259,181,-3,120,75,0
-1994,-254,192,2,102,101,0
-2018,-264,186,9,71,126,0
-2033,-255,187,17,35,152,0
-2035,-260,201,28,10,170,0
-2016,-270,211,40,-11,169,0
-2001,-263,210,54,-41,147,0
-2019,-243,188,63,-90,113,0
-2001,-231,144,61,-111,83,0
-2014,-245,150,52,-88,66,0
-2008,-259,140,39,-26,62,0
-2015,-258,154,24,54,70,0
-2051,-279,181,17,88,86,0
-2065,-285,223,23,74,109,0
-2067,-280,255,42,24,132,0
-2039,-276,258,70,-21,148,0
-2039,-262,262,99,-58,156,0
-2051,-231,208,120,-104,167,0
-2045,-217,160,119,-114,179,0
-2054,-233,126,100,-111,192,0
-2009,-227,103,68,-86,200,0
-1984,-229,132,40,-31,202,0
-1979,-231,156,27,17,202,0
-1984,-219,179,24,41,204,0
-2005,-222,199,34,48,203,0
-2017,-220,230,57,21,199,0
-2032,-198,238,89,-22,190,0
-2055,-187,203,116,-52,179,0
-2058,-182,166,128,-66,168,0
-2046,-187,157,127,-88,152,0
-2011,-188,156,116,-84,128,0
-2001,-184,140,94,-55,99,0
-2008,-187,134,66,-25,75,0
-2010,-181,153,40,4,57,0
-2028,-172,181,22,43,46,0
-2045,-168,213,20,53,39,0
-2048,-162,229,29,40,38,0
-2073,-174,241,45,29,47,0
-2093,-174,216,61,10,69,0
-2102,-167,216,71,-26,97,0
-2087,-167,223,81,-49,125,0
-2073,-162,204,80,-49,143,0
-2052,-156,164,67,-73,152,0
-1977,-152,153,44,-114,138,0
-1936,-151,169,24,-96,115,0
-1946,-156,186,16,-34,103,0
-1952,-160,204,21,32,103,0
-1981,-149,224,36,83,115,0
-2027,-128,232,56,84,139,0
-2043,-125,224,70,52,170,0
-2049,-92,197,70,4,201,0
-2082,-27,162,58,-83,237,0
-2077,-43,150,32,-171,276,0
-2106,-76,145,7,-195,332,0
-2108,-46,172,-6,-223,396,0
-2199,-13,175,3,-287,487,0
-2322,116,163,10,-338,620,1
-2319,8,107,-20,-219,791,1
-2435,-308,210,-83,-202,954,1
-2229,-554,192,-182,-67,1110,1
-2217,-334,225,-276,34,1142,1
-2204,-507,347,-302,-25,1031,1
-2383,-798,358,-255,-88,828,1
-2592,-1026,321,-152,-27,595,1
-2866,-1166,252,-23,248,350,1
-3221,-1291,188,103,711,94,1
-3624,-1242,117,200,1074,-215,1
-4651,-589,-59,267,1415,-523,1
-4494,-1636,224,303,936,-909,1
-4990,-548,237,332,504,-1385,1
-4746,-731,255,340,-164,-1890,1
-4543,-518,148,370,-506,-2389,1
-4071,-467,157,382,-607,-2834,1
-3654,-485,177,387,-535,-3243,1
-3292,-440,230,387,-431,-3593,1
