AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-2094,-440,376,1659,-671,-72,0
-2004,-444,404,1628,-714,-62,0
-1926,-452,441,1607,-728,-71,0
-1890,-436,433,1588,-684,-90,0
-1892,-398,391,1554,-649,-104,0
-1869,-372,383,1503,-660,-120,0
-1839,-340,406,1436,-624,-137,0
-1833,-314,424,1354,-584,-157,0
-1845,-358,462,1262,-472,-178,0
-1905,-381,525,1176,-422,-199,0
-1937,-350,605,1114,-446,-215,0
-1970,-326,641,1070,-513,-222,0
-1980,-335,659,1035,-568,-213,0
-1947,-345,668,1001,-594,-192,0
-1904,-345,658,963,-550,-163,0
-1869,-328,618,909,-472,-128,0
-1822,-307,581,836,-371,-97,0
-1790,-286,569,749,-252,-71,0
-1790,-270,561,652,-138,-48,0
-1787,-262,578,549,-23,-23,0
-1785,-273,612,450,90,0,0
-1808,-304,670,367,140,16,0
-1826,-318,758,319,156,25,0
-1841,-323,814,311,177,30,0
-1847,-316,837,334,187,29,0
-1883,-326,835,381,166,21,0
-1910,-294,808,440,54,6,0
-1956,-290,731,489,-179,-15,0
-1836,-331,701,515,-283,-22,0
-1841,-363,731,530,-122,3,0
-1860,-368,676,534,107,63,0
-1891,-352,675,524,276,127,0
-1914,-319,674,510,347,168,0
-1914,-225,668,500,265,164,0
-1935,-128,614,483,-34,109,0
-1942,-151,583,425,-495,35,1
-1955,-287,514,306,-678,-3,1
-2113,-380,544,132,-573,19,1
-1957,-316,606,-37,-359,74,1
-1873,-243,688,-165,-84,104,1
-1837,-265,764,-234,27,106,1
-1861,-309,807,-258,87,90,1
-1936,-325,802,-269,70,80,1
-1959,-334,764,-286,26,95,1
-1992,-318,691,-330,36,140,1
-2002,-289,670,-392,28,206,1
-2010,-293,677,-463,7,270,1
-1968,-286,708,-535,-56,315,1
-1878,-318,753,-588,-87,325,1
-1839,-344,819,-606,-111,292,1
-1802,-347,889,-583,-119,225,1
-1768,-367,894,-525,-94,138,1
-1776,-368,880,-449,-25,58,1
-1794,-376,794,-385,103,-5,1
-1903,-344,729,-350,178,-34,1
-2014,-341,690,-340,175,-11,1
-1994,-374,643,-361,193,45,1
-2005,-392,704,-385,233,101,1
-2002,-426,815,-367,186,144,1
-2007,-447,890,-299,112,162,1
-2032,-448,914,-205,17,173,1
-1965,-426,864,-111,-62,169,1
-1921,-400,757,-50,-91,153,1
-1906,-384,672,-47,-43,140,1
-1915,-353,634,-77,14,123,1
-1903,-348,616,-129,9,102,1
-1873,-376,643,-182,67,88,1
-1875,-378,724,-208,150,78,1
-1881,-394,799,-193,192,60,1
-1900,-373,813,-158,194,36,1
-1909,-345,775,-137,171,13,1
-1980,-284,702,-155,138,5,1
-2055,-211,632,-232,23,27,1
-2103,-186,587,-369,-90,72,1
-2110,-135,593,-548,-187,136,1
-2055,-100,607,-752,-250,201,1
-1992,-59,591,-973,-259,255,1
-1976,14,559,-1220,-275,315,1
-1939,6,523,-1510,-199,392,1
-1900,68,485,-1827,-118,462,1
-1913,42,386,-2169,-75,523,1
-1922,68,219,-2572,12,591,1
-1942,36,48,-3041,98,663,1
-1942,31,-20,-3549,199,736,1
-1889,-54,53,-4027,333,777,1
-1606,-331,446,-4347,539,706,1
-1285,-466,753,-4412,685,413,1
-1361,-565,765,-4293,841,16,1
-1577,-649,687,-4163,814,-325,1
-1851,-510,375,-4094,925,-548,1
-2270,-404,128,-4133,883,-614,1
