AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1826,-598,752,18,-25,-5,0
-1825,-596,746,4,-49,5,0
-1754,-607,788,2,-20,13,0
-1788,-605,789,14,16,18,0
-1793,-613,819,35,17,27,0
-1817,-603,836,63,13,33,0
-1851,-605,820,89,-14,44,0
-1858,-595,816,106,-38,57,0
-1859,-585,803,116,-51,67,0
-1859,-584,776,114,-76,76,0
-1817,-579,764,104,-78,79,0
-1799,-579,756,89,-75,77,0
-1746,-588,754,73,-63,65,0
-1732,-587,761,57,-30,43,0
-1731,-595,778,48,9,25,0
-1745,-594,825,53,70,18,0
-1800,-601,859,71,140,24,0
-1832,-618,866,96,179,42,0
-1844,-639,877,124,154,64,0
-1875,-625,848,151,189,103,0
-1837,-605,798,166,220,165,0
-1922,-634,811,173,307,239,0
-1989,-714,851,182,288,311,0
-1976,-674,816,174,201,370,0
-2058,-689,843,163,2,411,0
-2005,-637,821,146,-175,455,0
-2038,-534,810,124,-279,473,1
-1888,-598,778,98,-313,472,1
-1716,-617,870,97,-31,494,1
-1776,-659,1028,167,178,497,1
-1877,-640,1112,280,271,489,1
-2059,-647,1117,377,177,482,1
-2122,-630,1057,430,-68,504,1
-2168,-524,935,420,-223,567,1
-2211,-442,815,332,-386,666,1
-2232,-392,722,163,-496,787,1
-2187,-281,698,-68,-583,905,1
-2033,-245,657,-350,-604,990,1
-1900,-127,613,-670,-570,1040,1
-1922,33,467,-1066,-450,1087,1
-2128,150,212,-1601,-371,1185,1
-2302,296,-85,-2324,-418,1369,1
-2289,316,-446,-3227,-418,1624,1
-2258,191,-588,-4246,-290,1909,1
-2170,198,-513,-5228,-88,2184,1
-2011,81,-159,-6054,26,2374,1
-1558,-241,438,-6579,360,2349,1
-581,-607,1352,-6645,625,1873,1
-506,-872,1637,-6296,876,1101,1
-523,-778,1644,-5770,1011,265,1
-949,-1029,1237,-5265,1292,-464,1
-1543,-971,878,-4896,1573,-944,1
-2130,-738,629,-4623,1657,-1149,1
-2605,-697,354,-4454,1478,-1101,1
-2999,-599,325,-4356,1081,-844,1
-3028,-550,360,-4249,474,-452,1
-2899,-617,441,-4093,-112,-6,1
-2650,-671,541,-3858,-606,445,1
-2267,-675,578,-3548,-887,848,1
-1871,-741,455,-3207,-917,1165,1
-1594,-672,373,-2875,-661,1398,1
-1317,-744,244,-2569,-214,1543,1
-1131,-746,174,-2292,267,1589,1
-1012,-725,208,-2011,722,1537,1
-987,-763,173,-1718,1157,1419,0
-1234,-777,152,-1412,1542,1269,0
-1342,-774,210,-1081,1727,1060,0
-1433,-785,187,-727,1733,848,0
-1644,-816,182,-367,1519,656,0
-1794,-639,129,1,1284,495,0
-1885,-365,203,368,1021,345,0
-2049,-239,110,716,560,223,0
-2250,-200,-98,982,-132,154,0
-2308,-192,-190,1162,-823,137,0
-2194,-229,-238,1271,-1223,150,0
-2039,-281,-234,1328,-1270,165,0
-1939,-350,-136,1358,-1014,185,0
-1901,-400,-79,1379,-619,204,0
-1956,-400,-29,1402,-279,220,0
-1982,-394,2,1429,-61,225,0
-1992,-411,58,1470,20,210,0
-1962,-421,129,1525,-26,164,0
-1958,-420,193,1592,-117,97,0
-2000,-411,209,1657,-191,30,0
-2033,-394,191,1701,-284,-29,0
-2059,-392,201,1727,-373,-72,0
-2071,-384,212,1741,-427,-98,0
-2090,-366,210,1741,-429,-103,0
-2100,-363,189,1726,-407,-90,0
-2112,-359,144,1692,-369,-61,0
-2098,-341,74,1625,-338,-32,0
-2099,-294,35,1520,-327,-13,0
-2050,-251,15,1387,-261,-5,0
-1985,-243,53,1242,-177,-18,0
-1907,-267,117,1103,-67,-52,0
-1895,-298,185,984,50,-100,0
-1914,-340,209,889,190,-151,0
-1912,-393,254,825,320,-203,0
-1948,-442,346,811,367,-253,0
-1988,-434,395,847,353,-296,0
-2007,-433,411,913,345,-319,0
-2100,-444,425,996,245,-325,0
-2173,-477,421,1074,77,-309,0
-2185,-479,383,1130,-80,-281,0
-2127,-485,365,1166,-92,-253,0
-2009,-526,362,1189,-6,-251,0
-1968,-546,369,1213,39,-282,0
-2009,-531,340,1233,37,-318,0
-2053,-506,333,1252,-3,-345,0
-2073,-484,346,1274,-73,-359,0
-2045,-495,368,1309,-57,-362,0
-2035,-555,414,1363,13,-358,0
-1971,-613,451,1437,103,-357,0
-1984,-653,482,1535,197,-360,0
-2033,-612,450,1638,177,-359,0
-2068,-532,446,1727,123,-351,0
-2087,-465,407,1788,20,-349,0
-2104,-395,339,1802,-116,-349,0
-2173,-404,297,1764,-283,-336,0
-2195,-448,312,1694,-357,-308,0
-2130,-443,344,1623,-393,-289,0
-2040,-456,383,1564,-364,-299,0
-1978,-454,416,1531,-355,-337,0
-1863,-467,461,1520,-321,-401,0
-1878,-473,487,1527,-238,-460,0
-1905,-438,462,1537,-130,-486,0
-1953,-406,459,1541,-53,-477,0
-1970,-385,432,1527,19,-445,0
-1967,-390,394,1482,112,-409,0
-2002,-378,377,1412,117,-373,0
-2036,-349,389,1328,48,-337,0
-2032,-346,444,1249,-49,-303,0
-2037,-335,479,1179,-158,-271,0
-2025,-326,489,1114,-232,-237,0
-2019,-308,499,1053,-327,-204,0
-1987,-298,492,993,-386,-163,0
-1949,-302,490,933,-343,-119,0
-1881,-314,483,872,-261,-82,0
-1835,-309,487,817,-170,-63,0
-1808,-306,471,760,-80,-55,0
-1808,-312,439,694,-10,-53,0
-1827,-336,434,616,47,-54,0
-1851,-353,464,541,119,-58,0
-1859,-371,551,493,176,-76,0
-1879,-375,642,488,133,-112,0
-1915,-378,691,518,37,-149,0
-1935,-388,698,563,-26,-178,0
-1944,-392,703,612,-88,-198,0
-1932,-393,675,656,-104,-210,0
-1927,-394,673,692,-135,-221,0
-1933,-398,641,716,-165,-222,0
-1925,-400,609,719,-173,-214,0
-1936,-385,586,700,-206,-197,0
-1949,-382,534,652,-188,-174,0
-1955,-363,502,581,-209,-153,0
-1945,-389,524,506,-246,-136,0
-1875,-418,577,443,-150,-132,0
-1853,-434,637,407,-17,-143,0
-1874,-441,684,405,29,-169,0
-1879,-444,754,441,35,-201,0
-1908,-433,768,500,18,-230,0
-1939,-419,732,558,5,-248,0
-1953,-413,691,596,-47,-257,0
-1984,-421,647,604,-114,-253,0
-2000,-427,617,587,-159,-230,0
-1946,-414,611,555,-175,-192,0
-1920,-412,604,511,-85,-143,0
-1865,-360,561,461,33,-100,0
-1827,-386,609,421,153,-74,0
-1809,-417,695,413,238,-62,0
-1941,-359,700,422,276,-54,0
-2004,-326,668,426,114,-41,0
-1935,-359,624,411,-59,-32,0
-1867,-389,599,387,83,-11,0
-1718,-433,689,396,345,3,0
-1747,-364,741,449,499,-4,1
-1778,-300,622,476,454,-2,1
-2169,-413,609,436,407,33,1
-2282,-463,616,344,306,134,1
-2236,-392,586,208,112,260,1
-2140,-268,515,27,67,385,1
-2113,-295,543,-170,95,500,1
-2103,-256,605,-349,78,593,1
-2118,-176,646,-503,-6,659,1
-2044,-122,688,-630,-111,687,1
-1948,-247,697,-742,-182,680,1
-1891,-138,658,-859,-195,642,1
-1940,-129,522,-1034,-236,596,1
-2028,-94,377,-1306,-339,577,1
-2100,-96,290,-1666,-423,604,1
-2109,-43,263,-2065,-502,669,1
-2031,-61,288,-2460,-458,753,1
-1934,-47,428,-2795,-378,813,1
-1958,13,485,-3068,-381,849,1
-1916,-49,371,-3363,-360,886,1
-1945,-18,275,-3705,-210,938,1
-1923,-71,285,-4058,-1,982,1
-1733,-153,397,-4355,257,944,1
-1459,-331,681,-4499,508,754,1
-1351,-400,849,-4480,618,425,1
-1417,-534,723,-4379,672,58,1
-1649,-563,635,-4291,671,-230,1
-1909,-375,371,-4270,685,-380,1
-2174,-424,145,-4345,687,-387,1
-2487,-408,-102,-4511,649,-249,1
-2668,-322,-95,-4721,382,9,1
-2807,-426,-47,-4918,200,374,1
-2835,-447,98,-5055,-35,800,1
-2523,-636,335,-5061,-222,1192,1
-1692,-923,512,-4895,10,1374,1
-1039,-959,516,-4589,368,1231,1
-893,-973,567,-4195,741,906,1
-989,-1042,408,-3767,1253,549,1
-1391,-879,308,-3346,1500,238,1
-1940,-740,291,-2942,1332,64,1
-2339,-635,212,-2584,1073,58,1
-2580,-527,149,-2276,635,176,1
-2476,-489,117,-1979,184,336,1
-2184,-497,-8,-1696,-93,440,1
-1886,-543,-113,-1429,-242,451,1
-1740,-569,-164,-1170,-284,385,1
-1750,-553,-190,-914,-255,300,1
-1757,-633,-173,-659,-139,229,1
-1712,-706,-158,-397,163,174,1
-1570,-755,-191,-120,562,122,0
-1754,-671,-175,180,979,66,0
-1909,-502,-141,486,1159,-1,0
-2063,-424,-153,763,1026,-23,0
-2168,-400,-250,986,770,-7,0
-2185,-354,-372,1140,412,17,0
-2134,-308,-412,1233,103,30,0
-2088,-323,-449,1272,-77,42,0
-2131,-204,-480,1296,-233,61,0
-2115,-214,-299,1323,-616,78,0
-2105,-286,-125,1393,-585,114,0
-2105,-380,-109,1464,-370,159,0
-2091,-427,-140,1520,-96,204,0
-2035,-424,-154,1573,40,221,0
-1983,-379,-131,1634,68,206,0
-1948,-353,-93,1707,85,159,0
-1925,-343,-90,1783,95,94,0
-1937,-352,-102,1852,42,21,0
-1981,-383,-103,1909,-34,-39,0
-2029,-428,-74,1961,-121,-78,0
-2068,-445,-31,2013,-172,-95,0
-2071,-436,-5,2067,-218,-101,0
-2031,-440,-7,2111,-262,-118,0
-1956,-441,-12,2138,-297,-163,0
-1920,-427,-2,2147,-307,-225,0
-1934,-428,13,2142,-261,-287,0
-1989,-446,0,2123,-190,-330,0
-2031,-471,23,2099,-132,-352,0
-2062,-497,67,2083,-99,-357,0
-2072,-507,110,2082,-125,-353,0
-2057,-513,121,2089,-169,-355,0
-2009,-506,141,2103,-212,-372,0
-2000,-482,159,2116,-312,-398,0
-2025,-475,155,2121,-401,-408,0
-2038,-503,164,2111,-413,-393,0
-2086,-506,144,2081,-364,-352,0
-2060,-506,108,2024,-239,-300,0
-2011,-487,114,1952,-121,-266,0
-1978,-444,149,1882,-42,-252,0
-2003,-441,224,1825,-34,-251,0
-2057,-444,281,1785,-103,-256,0
-2083,-436,295,1751,-242,-254,0
-2095,-419,337,1720,-412,-242,0
-2059,-415,361,1692,-542,-213,0
-2050,-432,345,1650,-538,-162,0
-2049,-451,342,1591,-448,-102,0
-1973,-444,327,1521,-385,-54,0
-1872,-407,321,1440,-377,-40,0
-1831,-375,322,1348,-283,-50,0
-1805,-369,332,1252,-142,-79,0
-1795,-359,351,1160,-78,-128,0
-1821,-355,375,1070,-62,-176,0
-1889,-370,373,974,-21,-206,0
-1972,-386,395,879,17,-209,0
-2036,-398,423,795,-21,-190,0
-2029,-403,483,739,-38,-167,0
-2011,-415,523,714,-42,-152,0
-1996,-402,530,709,-91,-148,0
-1947,-426,550,718,-111,-154,0
-1898,-436,538,734,-114,-173,0
-1855,-456,525,744,-61,-203,0
-1862,-455,492,746,-12,-234,0
-1876,-434,484,738,-10,-261,0
-1936,-430,475,724,-39,-275,0
-1986,-419,433,691,-103,-269,0
-1997,-394,408,644,-157,-244,0
-1967,-407,464,599,-129,-206,0
-1968,-456,491,574,-46,-157,0
-1976,-448,509,561,10,-107,0
-1967,-453,568,567,60,-67,0
-1984,-462,568,590,51,-39,0
-1952,-472,558,602,-22,-25,0
-1984,-428,490,586,-10,-9,0
-1995,-387,404,540,-36,-1,0
-2011,-372,364,475,-198,-9,0
