AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1784,-1004,158,45,-44,59,0
-1805,-1005,138,47,-24,73,0
-1820,-1019,124,37,11,93,0
-1833,-1022,119,20,22,114,0
-1807,-1009,128,6,16,128,0
-1783,-1009,151,-2,0,127,0
-1783,-1016,155,-3,-15,119,0
-1777,-1023,158,1,-27,109,0
-1765,-1031,172,11,-26,97,0
-1759,-1033,173,23,-13,83,0
-1766,-1033,167,36,1,72,0
-1780,-1027,147,44,-3,61,0
-1778,-1017,135,43,-9,50,0
-1776,-1001,137,38,-25,40,0
-1783,-984,118,26,-42,32,0
-1802,-984,105,6,-45,34,0
-1809,-996,104,-17,-37,44,0
-1801,-1020,148,-29,-24,56,0
-1778,-1024,185,-24,-9,59,0
-1767,-1019,212,-4,15,52,0
-1780,-1007,184,18,11,43,0
-1798,-1019,175,33,-5,36,0
-1806,-1015,152,38,-9,36,0
-1809,-1001,129,34,-21,41,0
-1793,-995,103,22,-21,46,0
-1794,-991,101,7,-28,49,0
-1778,-980,105,-7,-42,46,0
-1772,-995,130,-17,-42,37,0
-1777,-1007,163,-14,-40,30,0
-1770,-999,173,-3,-26,28,0
-1784,-994,177,12,9,31,0
-1791,-995,164,25,9,38,0
-1787,-988,163,33,15,49,0
-1792,-984,158,37,21,60,0
-1791,-982,159,39,21,70,0
-1771,-986,151,37,24,73,0
-1765,-971,146,34,22,69,0
-1759,-960,134,30,15,64,0
-1759,-973,135,26,0,59,0
-1750,-948,145,28,-15,52,0
-1775,-961,158,37,-30,52,0
-1778,-990,148,48,-39,62,0
-1790,-967,162,57,-18,84,0
-1784,-956,162,67,29,113,0
-1795,-959,153,70,53,141,0
-1799,-953,134,66,55,166,0
-1791,-961,130,56,35,180,0
-1775,-950,130,46,15,184,0
-1825,-948,145,44,-23,184,0
-1729,-985,147,42,-59,181,0
-1781,-975,201,55,-47,181,0
-1834,-969,183,76,-21,209,0
-1835,-892,83,85,8,257,0
-1764,-833,70,66,79,304,0
-1788,-916,106,36,216,340,0
-1798,-987,124,2,242,360,0
-1877,-923,174,-19,163,372,0
-1847,-875,120,-34,46,391,0
-2047,-860,74,-51,-78,432,1
-1932,-986,245,-45,-124,517,1
-1874,-998,299,16,40,629,1
-1834,-994,260,101,-9,691,1
-1786,-1039,213,193,-34,704,1
-1830,-1116,156,271,-83,692,1
-1923,-1228,46,326,-130,674,1
-2032,-1344,5,351,-176,671,1
-2075,-1470,-44,354,-98,669,1
-2259,-1657,-162,314,45,642,1
-2408,-1917,-263,232,232,573,1
-2555,-2178,-286,150,367,424,1
-2649,-2376,-180,126,412,183,1
-2941,-2579,14,184,445,-97,1
-3337,-2568,174,335,434,-359,1
-3667,-2476,277,545,340,-590,1
-3844,-2314,253,749,221,-817,1
-3708,-2069,50,859,151,-1104,1
-3587,-1946,-85,836,250,-1475,1
-3482,-1737,-142,711,331,-1901,1
-3434,-1584,-36,550,386,-2336,1
-3475,-1464,108,405,352,-2710,1
-3421,-1332,251,301,282,-2993,1
-3332,-1203,278,236,179,-3180,1
-3045,-1091,394,212,58,-3293,1
-2780,-977,411,200,5,-3355,1
-2496,-807,491,208,-90,-3400,1
-2353,-676,592,239,-103,-3390,1
-2218,-499,628,278,-152,-3307,1
-2061,-340,614,296,-266,-3167,1
-1792,-184,545,280,-361,-3019,1
-1538,-105,469,212,-412,-2874,1
-1435,-30,355,92,-427,-2687,1
-907,177,374,-17,-479,-2550,1
-956,71,380,-132,-337,-2406,1
-775,164,409,-243,-422,-2223,1
-581,215,433,-330,-421,-2055,1
-533,137,414,-414,-459,-1859,1
-398,203,447,-493,-516,-1646,1
-405,191,508,-546,-569,-1406,1
-321,193,561,-580,-670,-1137,1
-251,243,591,-606,-757,-851,1
-200,263,582,-634,-842,-549,1
-99,255,511,-700,-912,-248,1
-30,264,446,-791,-948,33,1
33,219,451,-898,-974,296,1
105,184,373,-1016,-938,530,1
79,76,339,-1145,-912,742,1
1,39,289,-1274,-871,955,1
-53,-72,260,-1407,-823,1156,1
-204,-215,338,-1524,-913,1346,1
-288,-313,420,-1595,-1039,1541,1
-393,-430,549,-1608,-1172,1741,1
-495,-514,612,-1570,-1303,1951,1
-640,-644,455,-1526,-1367,2172,1
-740,-752,132,-1552,-1404,2390,1
-788,-854,-59,-1641,-1385,2558,1
-864,-1106,17,-1808,-1404,2652,1
-909,-1097,-142,-1796,-1434,2676,1
-1069,-1188,-192,-1785,-1398,2639,1
-1316,-1377,-351,-1743,-1405,2591,1
-1447,-1428,-448,-1661,-1362,2529,1
-1669,-1626,-694,-1552,-1117,2451,1
-1922,-1766,-804,-1426,-852,2368,1
-2216,-1815,-822,-1245,-526,2276,1
-2587,-1870,-866,-1022,-313,2177,1
-2876,-1877,-937,-785,-329,2063,1
-3158,-1917,-1135,-572,-445,1935,1
-3251,-1944,-1376,-430,-638,1793,1
-3177,-1929,-1430,-316,-708,1617,1
-3069,-1968,-1408,-184,-650,1385,1
-2958,-1904,-1370,-7,-584,1097,1
-2831,-1833,-1374,196,-519,777,1
-2817,-1778,-1410,392,-376,482,1
-2871,-1703,-1400,575,-196,269,1
-2848,-1595,-1416,755,-73,132,1
-2746,-1543,-1391,934,-6,33,1
-2633,-1449,-1354,1127,-20,-44,1
-2486,-1364,-1320,1337,-59,-105,1
-2326,-1296,-1282,1573,-71,-155,1
-2134,-1201,-1277,1823,-72,-203,1
-1955,-1180,-1198,2085,-39,-253,1
-1804,-1140,-1150,2360,39,-307,1
-1716,-1062,-1027,2647,61,-359,1
-1656,-955,-965,2935,90,-375,1
-1604,-952,-843,3195,137,-347,1
-1507,-910,-683,3427,207,-287,1
-1378,-892,-456,3638,320,-226,1
-1320,-815,-251,3816,437,-182,1
-1239,-699,-14,3944,568,-155,1
