AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1496,-1430,451,-338,-1981,198,0
-1227,-1351,229,-335,-2238,264,0
-1138,-1598,348,-344,-2012,319,0
-1274,-1879,586,-314,-1864,381,0
-1119,-1940,615,-261,-1849,434,0
-1136,-1936,566,-225,-2039,447,0
-674,-1921,362,-197,-2021,411,0
-428,-1929,515,-176,-1353,271,0
-630,-1778,479,-162,-866,82,0
-902,-1664,441,-187,-750,-64,0
-939,-1720,458,-239,-757,-168,0
-1019,-1784,487,-305,-667,-228,0
-1188,-1759,482,-377,-629,-234,0
-811,-1873,439,-441,-385,-211,0
-802,-2018,548,-478,-216,-254,0
-973,-1873,562,-483,125,-255,0
-994,-1914,588,-476,308,-257,0
-882,-2005,591,-462,513,-295,0
-1197,-1915,673,-433,408,-341,0
-1099,-1936,632,-409,228,-404,0
-922,-1862,507,-400,483,-458,0
-854,-2083,461,-410,375,-544,0
-960,-2185,431,-429,100,-651,0
-900,-2241,366,-463,-146,-754,0
-801,-2215,384,-504,-259,-866,0
-749,-2154,342,-535,-212,-971,0
-670,-2253,333,-566,-192,-1071,0
-567,-2298,318,-597,-77,-1159,0
-548,-2257,319,-629,118,-1229,0
-581,-2252,264,-667,214,-1262,0
-504,-2266,316,-699,279,-1283,0
-579,-2188,277,-716,302,-1283,0
-549,-2105,296,-717,172,-1263,0
-526,-2073,286,-714,-41,-1224,0
-397,-2133,255,-713,-220,-1164,0
-222,-2064,152,-713,-225,-1097,0
-85,-2016,53,-716,-127,-1015,0
216,-2034,-52,-723,257,-915,0
252,-1985,-50,-718,779,-799,0
314,-1883,-112,-684,1095,-681,1
422,-1711,-243,-666,1389,-559,1
541,-1671,-241,-673,1630,-382,1
382,-1508,-299,-706,1850,-157,1
96,-1788,-180,-763,1762,172,1
-93,-1574,-70,-785,1382,601,1
-226,-1429,70,-738,1040,1110,1
-69,-1431,91,-618,566,1654,1
-136,-1284,33,-455,170,2257,1
-140,-1245,-16,-268,-105,2982,1
-261,-1234,-124,-105,-134,3811,1
-811,-1180,-175,-22,-146,4749,1
-1610,-1197,-96,14,-471,5827,1
-1887,-1375,206,90,-1136,6894,1
-1484,-1444,417,360,-1864,7620,1
-1321,-1355,934,863,-2653,7812,1
-969,-1440,923,1496,-2757,7692,1
-60,-2033,431,2106,-2660,7211,1
167,-1251,-170,2329,-2630,6358,1
-679,-181,-461,2194,-2081,5568,1
-812,225,-632,1728,-915,4923,1
-1043,716,-427,1105,443,4174,1
-1270,934,-17,557,1795,3200,1
-2266,1077,273,149,3161,2107,1
-3502,1059,397,-162,3976,1065,1
-4914,888,582,-421,3997,187,1
-5876,673,968,-578,3078,-498,1
-5992,350,1163,-585,1473,-1164,1
-5534,91,1065,-489,-194,-1903,1
-4647,-219,606,-390,-1431,-2738,1
-3659,-446,99,-392,-2043,-3663,1
-2855,-615,-277,-500,-1878,-4593,1
-2364,-785,-591,-687,-1176,-5441,1
-2294,-1017,-709,-911,-247,-6094,1
-2425,-1115,-569,-1086,688,-6483,1
-2467,-1326,-260,-1096,1300,-6707,1
-2705,-1363,75,-939,1310,-6786,1
-2777,-1315,334,-677,794,-6686,1
-2671,-1246,549,-359,24,-6427,1
-2347,-1015,435,-38,-657,-6031,1
-1842,-926,457,262,-1025,-5446,1
-1600,-994,475,638,-610,-4566,1
-1132,-907,288,1010,75,-3563,1
-739,-798,193,1244,567,-2682,1
-539,-646,15,1304,483,-2040,1
-209,-576,-8,1213,-107,-1647,1
205,-586,-295,1018,-457,-1376,1
404,-604,-331,757,-399,-1113,1
649,-690,-186,555,-133,-857,1
893,-696,4,442,158,-690,1
965,-702,78,380,261,-634,1
932,-745,146,338,485,-589,1
781,-842,232,313,819,-482,1
532,-799,425,329,1088,-297,0
79,-902,740,418,1316,-43,0
-435,-795,548,531,809,163,0
56,-1103,850,654,-185,293,0
1274,-1401,599,799,-229,261,0
924,-1286,322,825,1018,192,0
469,-1426,47,754,1584,228,0
299,-1912,-45,574,1690,331,0
16,-1856,-184,304,1491,497,0
-450,-2026,27,-4,1485,787,0
-758,-2142,136,-296,1033,1161,0
-970,-2100,456,-498,809,1562,0
-1072,-2167,649,-569,429,1949,0
-695,-2277,609,-541,-213,2249,0
-441,-2383,326,-510,-286,2459,0
-385,-2585,137,-523,-136,2599,0
-375,-2630,98,-549,127,2668,0
-507,-2634,116,-560,458,2674,0
-586,-2654,125,-550,723,2628,0
-835,-2692,202,-522,1026,2567,0
-1146,-2711,459,-460,1214,2512,0
-1635,-2745,622,-363,1089,2485,0
-1902,-2746,708,-246,634,2492,0
-1856,-2670,673,-110,58,2489,0
-1663,-2529,590,30,-293,2444,0
-1477,-2410,480,157,-277,2368,0
-1077,-2266,304,253,-188,2226,0
-1195,-2334,413,340,194,2031,0
-1175,-2102,241,404,207,1807,0
-775,-1794,44,405,474,1530,0
