AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-2009,-342,-16,-20,10,45,0
-1979,-332,-24,-23,12,31,0
-1998,-348,-28,-26,41,20,0
-2025,-353,-42,-30,48,24,0
-2034,-352,-14,-31,54,36,0
-2057,-353,-4,-25,67,49,0
-2061,-344,10,-12,30,60,0
-2040,-331,16,5,12,64,0
-2055,-323,11,21,7,64,0
-2025,-321,5,29,-32,54,0
-2049,-322,17,35,-23,42,0
-2041,-317,-45,29,-55,31,0
-2027,-309,-32,15,-68,20,0
-2009,-312,-54,2,-28,15,0
-2017,-316,-20,-12,1,7,0
-2006,-315,-29,-19,16,2,0
-2034,-307,13,-17,17,-4,0
-2035,-315,-3,-11,-8,-2,0
-2029,-315,-2,-5,-34,1,0
-2029,-313,-19,-4,-37,9,0
-2007,-318,-35,-10,-35,16,0
-2009,-318,-33,-20,-11,19,0
-2019,-321,-17,-28,10,25,0
-2019,-318,4,-29,6,25,0
-2035,-308,3,-23,-4,25,0
-2038,-303,-10,-19,-28,24,0
-2031,-301,-20,-18,-39,21,0
-2021,-306,-33,-22,-42,17,0
-2003,-304,-30,-26,-47,5,0
-1996,-298,-34,-27,-52,-4,0
-1988,-315,-23,-26,-42,-9,0
-2003,-320,-23,-22,-16,-2,0
-2016,-308,-26,-16,0,12,0
-2021,-313,-8,-8,18,29,0
-2049,-309,-19,1,23,49,0
-2036,-315,-30,4,-1,65,0
-2020,-334,-30,-1,22,71,0
-2012,-313,-57,-11,21,63,0
-1984,-295,-58,-21,-15,43,0
-2000,-317,-46,-30,-7,19,0
-2026,-329,-41,-32,-5,6,0
-2030,-312,-31,-30,-9,2,0
-2028,-315,-21,-23,8,4,0
-2029,-311,0,-7,28,11,0
-2032,-305,-4,10,38,21,0
-2037,-309,2,27,25,31,0
-2029,-300,-16,40,15,38,0
-2030,-296,-38,43,11,43,0
-2013,-308,-42,38,7,45,0
-1998,-305,-48,27,12,40,0
-1995,-297,-47,14,10,32,0
-1998,-296,-33,5,16,22,0
-2007,-288,-20,4,21,16,0
-2022,-278,-12,5,16,14,0
-2034,-277,-5,9,13,19,0
-2055,-277,-29,9,2,28,0
-2047,-285,-34,3,-21,37,0
-2025,-286,-31,-5,-25,41,0
-2004,-289,-13,-11,-14,36,0
-2000,-296,-5,-8,13,26,0
-2019,-295,-14,-6,11,19,0
-2020,-302,-2,-5,0,16,0
-2036,-304,11,0,3,17,0
-2041,-298,-17,6,-5,23,0
-2023,-293,-38,5,-17,27,0
-1990,-273,-53,-2,-25,28,0
-1994,-291,-53,-14,3,28,0
-2011,-302,-59,-29,31,31,0
-2015,-302,-48,-41,30,38,0
-2009,-295,-29,-48,34,43,0
-2014,-302,-12,-47,51,48,0
-2024,-300,4,-39,40,49,0
-2031,-293,8,-28,42,50,0
-2048,-298,-14,-24,61,54,0
-2056,-290,-23,-26,60,58,0
-2057,-270,-32,-34,49,59,0
-2039,-272,-34,-46,37,55,0
-2036,-288,-40,-65,40,53,0
-2046,-278,-41,-87,63,57,0
-2073,-295,-33,-112,56,64,0
-2066,-308,-32,-133,36,69,0
-2050,-311,-22,-152,36,65,0
-2056,-333,-15,-165,33,55,0
-1989,-356,22,-171,58,26,0
-1983,-331,-3,-180,45,-25,0
-1992,-333,-40,-205,67,-80,0
-2017,-287,-82,-247,105,-125,0
-2073,-310,-106,-316,122,-151,0
-1989,-346,-158,-401,172,-177,0
-2032,-401,-98,-475,335,-215,0
-2085,-453,-115,-533,465,-257,0
-2223,-433,-123,-570,581,-304,1
-2248,-600,-224,-600,634,-347,1
-2347,-687,-334,-611,699,-365,1
-2415,-774,-346,-568,645,-425,1
-2459,-785,-326,-409,560,-503,1
-2421,-861,-462,-184,513,-583,1
-2422,-893,-505,80,511,-667,1
-2390,-871,-584,358,457,-756,1
-2361,-820,-683,625,353,-847,1
-2350,-764,-753,859,232,-924,1
-2326,-677,-795,1058,36,-971,1
-2250,-582,-807,1219,-153,-983,1
-2151,-490,-822,1343,-327,-963,1
-2016,-383,-807,1436,-472,-911,1
-1855,-326,-793,1499,-482,-824,1
-1714,-227,-759,1539,-391,-702,1
-1529,-162,-755,1553,-262,-575,1
-1415,-142,-759,1532,-120,-443,1
-1296,-14,-734,1488,64,-292,1
-1267,38,-647,1440,280,-122,1
-1324,143,-510,1409,465,88,1
-1396,237,-385,1384,563,310,1
-1457,331,-267,1354,540,533,1
-1420,391,-196,1294,458,722,1
-1448,449,-61,1209,379,896,1
-1346,505,34,1101,353,1058,1
