AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1921,-690,272,-72,44,-6,0
-1931,-674,267,-80,58,0,0
-1922,-673,267,-88,69,3,0
-1941,-686,267,-97,79,4,0
-1940,-686,285,-104,63,6,0
-1947,-684,292,-102,39,8,0
-1943,-689,284,-104,23,11,0
-1937,-706,302,-105,12,12,0
-1937,-690,298,-100,-2,12,0
-1932,-686,303,-96,-9,11,0
-1922,-691,298,-91,-15,11,0
-1917,-695,292,-89,-8,11,0
-1921,-696,281,-89,12,18,0
-1916,-697,274,-94,19,25,0
-1919,-698,259,-100,29,33,0
-1909,-699,245,-107,36,39,0
-1897,-691,231,-116,40,38,0
-1897,-685,235,-125,49,32,0
-1902,-690,242,-130,51,26,0
-1915,-691,256,-132,50,21,0
-1923,-701,272,-126,32,20,0
-1926,-700,278,-116,9,23,0
-1930,-704,272,-106,-2,33,0
-1924,-712,257,-103,-7,45,0
-1911,-719,249,-108,16,55,0
-1914,-718,239,-116,49,59,0
-1919,-706,238,-125,59,59,0
-1936,-699,246,-126,79,62,0
-1952,-702,266,-122,77,67,0
-1970,-701,270,-113,84,79,0
-1998,-708,266,-109,70,93,0
-1974,-704,243,-111,32,105,0
-1950,-698,242,-117,20,105,0
-1914,-694,233,-125,43,98,0
-1882,-703,238,-133,84,74,0
-1885,-694,237,-140,117,41,0
-1930,-674,250,-143,110,8,0
-1967,-664,221,-148,63,-18,0
-1968,-666,212,-157,-16,-33,0
-1941,-679,204,-170,-42,-40,0
-1909,-681,204,-184,-29,-42,0
-1895,-680,216,-187,13,-44,0
-1912,-666,215,-184,33,-39,0
-1933,-668,220,-178,29,-26,0
-1931,-670,226,-169,24,-6,0
-1926,-672,226,-156,27,12,0
-1916,-673,245,-134,27,24,0
-1935,-661,219,-113,24,31,0
-1925,-644,221,-98,-14,30,0
-1905,-623,221,-86,-35,22,0
-1913,-607,195,-84,-59,9,0
-1885,-607,162,-93,-83,-2,0
-1858,-607,159,-110,-67,-15,0
-1848,-617,160,-127,-16,-26,0
-1857,-643,178,-140,49,-32,0
-1871,-653,182,-142,104,-35,0
-1916,-655,198,-133,117,-35,0
-1895,-647,202,-116,81,-39,0
-1905,-638,218,-92,37,-46,0
-1929,-634,227,-66,-9,-43,0
-1939,-621,223,-42,-55,-32,0
-1933,-618,205,-27,-84,-14,0
-1910,-633,171,-28,-87,6,0
-1903,-640,158,-41,-73,22,0
-1858,-645,158,-55,-34,32,0
-1853,-662,159,-74,32,35,0
-1870,-662,178,-89,95,36,0
-1901,-664,204,-91,115,40,0
-1914,-675,216,-84,116,48,0
-1920,-663,214,-71,66,51,0
-1923,-642,195,-63,-2,51,0
-1913,-631,160,-64,-47,54,0
-1917,-623,134,-79,-74,62,0
-1890,-641,125,-105,-56,76,0
-1889,-622,123,-131,-20,87,0
-1879,-617,138,-153,-2,97,0
-1892,-647,149,-172,44,109,0
-1912,-660,159,-188,74,130,0
-1912,-670,178,-198,85,152,0
-1905,-687,174,-199,112,176,0
-1897,-663,176,-196,120,195,0
-1905,-665,175,-188,139,216,0
-1920,-640,153,-180,123,235,0
-1921,-651,143,-177,88,257,0
-1917,-638,110,-181,80,272,0
-1912,-606,88,-197,28,285,0
-1905,-599,75,-226,14,294,0
-2000,-558,75,-266,-46,314,0
-1940,-579,81,-320,-84,342,0
-1943,-589,80,-385,-61,363,0
-1942,-629,94,-453,-20,384,0
-1957,-616,117,-507,0,398,0
-1953,-567,72,-554,-50,404,0
-1931,-577,58,-609,-89,415,0
-1978,-495,-47,-692,-71,458,0
-2037,-459,-54,-809,-28,559,1
-1944,-530,-63,-937,106,695,1
-2011,-652,2,-1060,222,801,1
-1879,-632,193,-1124,247,830,1
-1800,-661,348,-1099,159,788,1
-1824,-654,332,-1026,43,714,1
-1835,-552,212,-973,-85,648,1
-1911,-534,79,-972,-74,628,1
-1931,-487,8,-1001,47,662,1
-1938,-473,58,-1002,225,715,1
-1935,-484,69,-953,435,765,1
-2014,-477,106,-866,618,790,1
-2150,-452,108,-760,660,796,1
-2156,-474,62,-654,608,775,1
-2114,-413,41,-555,550,706,1
-2148,-387,-33,-476,485,609,1
-2184,-337,-81,-428,367,507,1
-2208,-324,-121,-401,266,414,1
-2190,-302,-120,-375,173,328,1
-2173,-275,-135,-342,117,243,1
-2163,-284,-167,-317,89,168,1
-2141,-246,-190,-301,84,100,1
-2159,-281,-225,-297,82,35,1
-2184,-270,-233,-286,72,-20,1
-2234,-268,-253,-248,49,-61,1
-2284,-421,107,-125,39,-62,1
-2269,75,-1334,161,35,-51,1
-2245,-236,-408,5,51,-63,1
-2226,-232,-485,92,152,-93,1
-2177,-247,-499,213,186,-180,1
-2175,-260,-475,388,157,-323,1
-2226,-326,-429,616,98,-493,1
-2248,-337,-331,897,-46,-676,1
-2227,-330,-262,1233,-204,-876,1
-2255,-316,-250,1590,-423,-1084,1
-2325,-258,-302,1924,-640,-1256,1
-2281,-207,-372,2211,-800,-1386,1
-2145,-256,-387,2468,-844,-1513,1
-2042,-239,-463,2708,-822,-1653,1
-1957,-569,271,2774,-689,-1795,1
-1869,-532,-76,3408,-557,-1964,1
-1939,-510,-263,3778,-505,-2117,1
-2011,-863,541,4348,-496,-2205,1
-2074,-796,194,4857,-537,-2222,1
-1982,-746,122,5318,-615,-2197,1
-1832,-492,0,5716,-713,-2190,1
-1785,-750,-143,5988,-655,-2175,1
-1580,-599,-81,6204,-504,-2163,1
-1507,-545,75,6434,-354,-2186,1
-1775,-600,-125,6533,-97,-2117,1
-1868,-333,-159,6462,-36,-1955,1
-1905,-239,-144,6275,63,-1719,1
-1689,-201,130,6076,191,-1471,1
-1424,-82,556,5995,217,-1310,1
-1379,30,659,5969,99,-1197,1
-1414,224,540,5836,-146,-1066,1
-1340,215,302,5437,-275,-871,1
-1411,359,56,4762,-255,-606,1
-1257,472,114,3922,-136,-307,1
-1160,554,215,3022,47,-37,1
