AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1614,-470,-13,-42,-177,-176,0
-1651,-512,-19,-54,-107,-171,0
-1684,-524,2,-62,-33,-151,0
-1725,-525,17,-57,63,-121,0
-1793,-543,34,-43,81,-85,0
-1825,-550,27,-25,9,-52,0
-1819,-537,68,-4,-70,-25,0
-1843,-529,43,17,-127,0,0
-1843,-501,4,26,-168,30,0
-1836,-510,-9,22,-149,66,0
-1861,-539,-22,5,-77,102,0
-1873,-544,-45,-29,-15,125,0
-1855,-568,-53,-70,-17,119,0
-1800,-576,-50,-107,-61,83,0
-1744,-596,-48,-136,-100,29,0
-1750,-622,-22,-153,-99,-23,0
-1739,-647,-18,-156,-74,-54,0
-1781,-660,15,-148,-14,-60,0
-1826,-664,29,-128,27,-37,0
-1869,-665,31,-103,47,6,0
-1915,-667,1,-86,62,65,0
-1938,-671,-29,-83,33,122,0
-1919,-662,-63,-92,-4,159,0
-1857,-646,-85,-108,-23,168,0
-1844,-670,-55,-121,-12,153,0
-1855,-670,-38,-125,-10,129,0
-1848,-677,-37,-128,-4,99,0
-1872,-688,-8,-128,23,74,0
-1926,-704,0,-125,57,59,0
-1971,-694,-22,-121,96,60,0
-2004,-695,-30,-118,86,70,0
-1989,-687,-43,-117,69,84,0
-1985,-689,-57,-118,46,90,0
-1995,-690,-68,-123,-7,90,0
-1944,-683,-80,-127,-59,79,0
-1910,-680,-57,-127,-86,60,0
-1914,-688,-52,-119,-76,38,0
-1929,-682,-77,-114,-52,22,0
-1936,-677,-79,-113,-41,11,0
-1940,-675,-62,-109,-27,9,0
-1954,-682,-57,-102,0,14,0
-1963,-687,-58,-96,-8,26,0
-1988,-679,-74,-97,-32,40,0
-1999,-660,-87,-109,-78,55,0
-1982,-660,-91,-126,-122,62,0
-1967,-664,-70,-144,-153,62,0
-1931,-675,-68,-159,-137,53,0
-1918,-694,-99,-174,-64,33,0
-1940,-676,-76,-181,-50,10,0
-1935,-671,-32,-168,-51,-13,0
-1939,-652,1,-141,-51,-33,0
-1974,-650,1,-107,-92,-41,0
-2015,-658,17,-81,-133,-33,0
-1977,-677,-20,-60,-180,-15,0
-1966,-690,-21,-48,-149,5,0
-1970,-676,-48,-48,-142,21,0
-2009,-620,-79,-64,-136,32,0
-1930,-652,-99,-83,-187,25,0
-1932,-676,-64,-103,-69,13,0
-2025,-560,-63,-121,15,10,0
-1955,-647,15,-128,-206,10,0
-1909,-664,81,-133,-239,2,0
-2026,-598,-131,-119,7,16,0
-1852,-811,-18,-123,36,10,0
-1955,-775,-16,-135,-28,-6,0
-1919,-641,-42,-150,46,-15,0
-1948,-616,-86,-176,82,-22,0
-2012,-639,-79,-209,27,-15,0
-2015,-703,-31,-241,11,8,0
-1995,-709,-9,-266,-13,31,0
-1978,-720,13,-280,-20,48,0
-1947,-750,28,-287,32,55,0
-1935,-763,19,-292,88,43,0
-1920,-738,21,-296,128,16,0
-1949,-726,4,-301,131,-26,0
-1967,-732,-31,-321,124,-71,0
-1961,-709,-98,-364,104,-108,0
-2011,-704,-154,-435,135,-126,0
-2040,-751,-150,-518,204,-119,0
-2092,-790,-136,-602,314,-97,0
-2065,-850,-121,-665,373,-100,0
-2001,-890,-87,-687,328,-161,0
-1945,-929,-113,-673,287,-266,1
-1719,-1061,-156,-623,278,-407,1
-1922,-1084,-343,-557,338,-531,1
-2006,-1047,-395,-478,391,-611,1
-2054,-1052,-446,-369,456,-641,1
-2084,-1078,-516,-225,585,-631,1
-2110,-1061,-569,-49,616,-601,1
-2074,-1060,-640,151,574,-571,1
-2039,-1046,-704,369,483,-547,1
-1955,-995,-743,616,344,-536,1
-1854,-915,-767,903,117,-539,1
-1757,-835,-761,1228,-132,-535,1
-1649,-757,-803,1555,-363,-512,1
-1507,-655,-872,1842,-589,-453,1
-1286,-630,-888,2065,-581,-365,1
-1092,-588,-906,2220,-416,-278,1
-969,-530,-866,2317,-255,-196,1
-921,-464,-721,2399,-112,-107,1
-1016,-342,-544,2486,-40,14,1
-1157,-193,-257,2598,-22,191,1
-1409,3,7,2736,-87,430,1
-1707,238,137,2847,-343,725,1
-1910,405,289,2891,-700,1060,1
-1967,564,351,2848,-1043,1399,1
-1810,682,289,2685,-1265,1688,1
-1535,790,240,2387,-1282,1887,1
-1307,813,263,1974,-1051,2006,1
-1178,821,440,1498,-669,2077,1
-1160,837,689,1024,-298,2116,1
-1246,766,1069,616,51,2151,1
-1344,715,1308,303,285,2187,1
-1542,613,1379,20,407,2223,1
-1695,542,1298,-275,447,2255,1
-1925,489,1245,-590,405,2271,1
-2194,412,1203,-894,245,2295,1
-2397,313,1171,-1164,64,2342,1
-2500,128,1103,-1381,-53,2417,1
-2563,-87,977,-1570,-129,2467,1
-2683,-324,961,-1699,-234,2485,1
-2795,-582,848,-1790,-367,2457,1
-2810,-764,813,-1811,-502,2353,1
-2867,-932,820,-1741,-547,2191,1
-2975,-1036,794,-1590,-591,2005,1
-2969,-1066,751,-1393,-609,1788,1
-2977,-1067,689,-1198,-582,1539,1
-3063,-1011,573,-1059,-534,1275,1
-3137,-923,413,-1005,-485,1020,1
-3202,-867,325,-1021,-436,787,1
-3286,-808,326,-1071,-377,584,1
-3316,-811,362,-1111,-339,401,1
-3318,-755,419,-1085,-323,209,1
-3399,-691,385,-1023,-198,29,1
-3470,-669,282,-978,26,-148,1
-3550,-667,190,-980,266,-351,1
-3674,-638,159,-1022,469,-586,1
-3825,-621,233,-1080,620,-843,1
-3964,-560,320,-1117,732,-1129,1
-4156,-530,389,-1106,755,-1431,1
-4182,-434,409,-1038,738,-1748,1
-4106,-338,374,-919,731,-2103,1
-3999,-247,318,-774,760,-2476,1
-3844,-159,211,-646,758,-2848,1
-3636,-46,130,-556,771,-3206,1
-3410,64,64,-499,797,-3525,1
-3174,132,6,-471,789,-3811,1
-3068,179,55,-438,745,-4017,1
-3031,275,108,-368,586,-4091,1
-2716,332,56,-286,420,-4077,1
-2320,364,-23,-198,322,-4035,1
-1943,370,-83,-123,298,-3992,1
-1353,384,-145,-50,272,-4014,1
-518,400,-390,-52,341,-4140,1
1196,450,-1027,-224,642,-4537,1
4760,932,-2962,-856,1456,-5677,1
7148,-1193,-1678,-2396,3175,-7349,1
3027,-1104,-1773,-2176,4575,-8824,1
-2423,943,-653,-2046,5915,-8623,1
-4820,4514,1876,-957,6829,-7066,1
-2972,-3696,646,-520,5368,-5202,1
-1062,-332,889,-212,2777,-3718,1
-2494,1038,572,-311,3490,-2328,1
-2973,1002,626,-524,2611,-822,1
-2514,623,843,-684,1136,489,1
-1848,142,600,-768,-631,1447,1
-1116,-84,215,-789,-1744,2056,1
-556,-177,-276,-801,-2083,2357,0
-74,-420,-652,-837,-1897,2391,0
960,-559,-579,-883,-1111,2202,0
1379,-790,-545,-893,-182,1791,0
1324,-690,-325,-855,1157,1287,0
644,-287,-311,-804,2162,807,0
44,-133,-664,-793,1807,417,0
-850,-167,-512,-796,100,171,0
-1416,-443,-266,-758,-1129,190,0
-1716,-900,-87,-687,-1191,409,0
-1976,-1351,-170,-596,-1127,708,0
-2220,-1760,-375,-537,-1135,1047,0
-2192,-2045,-504,-504,-1307,1383,0
-1966,-2156,-679,-482,-1432,1658,0
-1759,-2075,-705,-445,-1235,1854,0
-1605,-1904,-589,-365,-824,1965,0
-1513,-1737,-494,-240,-341,1987,0
-1612,-1695,-325,-78,6,1934,0
-1963,-1688,-200,118,-71,1853,0
-2277,-1700,-156,332,-527,1785,0
-2414,-1715,-124,552,-1141,1741,0
-2338,-1803,-251,739,-1546,1712,0
-2204,-1890,-410,860,-1660,1689,0
-2230,-1925,-519,899,-1679,1684,0
-2298,-1940,-707,843,-1506,1720,0
-2350,-1931,-916,708,-1029,1786,0
-2403,-1954,-817,557,-637,1828,0
-2405,-1904,-599,455,-467,1793,0
-2486,-1826,-355,435,-461,1691,0
-2585,-1841,-225,483,-590,1551,0
-2586,-1949,-146,568,-833,1377,0
-2498,-1995,-80,669,-1128,1164,0
-2391,-1918,-13,769,-1367,911,0
-2355,-1758,-67,847,-1471,649,0
-2328,-1600,-234,877,-1515,419,0
-2299,-1561,-415,842,-1446,240,0
-2328,-1566,-478,754,-1234,122,0
-2332,-1557,-467,644,-924,58,0
-2321,-1521,-406,544,-582,23,0
-2346,-1498,-202,495,-334,0,0
-2322,-1443,49,540,-317,-34,0
-2294,-1412,281,669,-460,-72,0
-2230,-1390,442,854,-712,-122,0
-2229,-1318,446,1044,-948,-177,0
-2239,-1233,232,1178,-1120,-226,0
-2164,-1149,38,1225,-1364,-272,0
-1957,-1077,-95,1201,-1452,-323,0
-1756,-1029,-236,1109,-1270,-382,0
-1268,-830,-454,955,-876,-465,0
-1435,-969,-695,665,-204,-501,0
-1558,-1075,-528,359,327,-498,0
-1718,-1104,-305,198,889,-534,0
-1967,-1116,-90,191,793,-613,0
-2083,-1016,184,303,464,-690,0
-1534,-779,-172,406,56,-884,0
-1456,-868,-253,420,-147,-1193,0
-1757,-1153,-208,414,78,-1378,0
-2013,-1241,-195,427,275,-1388,0
-1885,-1093,-270,450,404,-1311,0
-1826,-1090,-371,455,542,-1216,0
-1811,-1209,-307,459,683,-1095,0
-1938,-1308,-110,492,687,-954,0
-2158,-1334,52,583,439,-778,0
-2210,-1260,182,724,-12,-578,0
-2006,-1213,141,882,-307,-408,0
-1716,-1207,104,1027,-393,-319,0
-1510,-1245,26,1155,-426,-314,0
-1356,-1245,-28,1247,-361,-369,0
-1226,-1208,-60,1296,-95,-466,0
-1203,-1154,-109,1286,264,-583,0
-1410,-1097,-159,1208,583,-675,0
-1748,-1071,-164,1075,691,-702,0
-1917,-1056,-87,920,549,-670,0
-2015,-1103,-34,767,364,-607,0
-2069,-1128,84,652,107,-521,0
-2107,-1212,180,588,54,-407,0
-1957,-1213,313,586,29,-321,0
-1817,-1178,439,650,-71,-306,0
-1757,-1168,488,756,-120,-338,0
-1559,-1061,484,866,-174,-411,0
-1454,-961,300,926,-125,-549,0
-1377,-896,184,921,-46,-711,0
-1449,-1058,144,843,91,-851,0
-1402,-1033,413,767,120,-963,0
-1576,-1131,444,690,220,-1018,0
-1759,-1135,505,623,155,-973,0
-1943,-1028,593,583,-7,-858,0
-1917,-923,582,558,-248,-689,0
-1635,-831,699,528,-363,-518,0
-1456,-814,817,519,-284,-377,0
-1151,-749,1010,543,-183,-301,0
-1252,-855,746,523,101,-242,0
-1389,-814,436,451,-98,-180,0
-1223,-820,666,363,-275,-97,0
-682,-665,1111,332,-251,-69,0
-566,-552,1178,357,24,-115,0
-707,-490,1060,364,-31,-168,0
-935,-451,897,293,-154,-156,0
-1037,-367,796,140,-156,-57,0
-997,-230,654,-92,-46,93,0
-943,-192,636,-374,59,263,0
-1100,-326,540,-682,312,458,0
-1307,-528,353,-998,455,690,0
-1069,-556,608,-1233,440,895,0
-787,-495,846,-1339,745,1001,0
-935,-543,839,-1364,980,1043,0
-1177,-642,814,-1363,766,1092,0
-1248,-765,915,-1333,409,1171,0
-1258,-924,881,-1289,218,1270,0
-1297,-1035,758,-1260,148,1379,0
-1288,-1054,589,-1260,67,1482,0
-1152,-1045,480,-1282,88,1560,0
-1105,-1033,474,-1296,202,1609,0
