AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1790,-958,43,-53,-125,71,0
-1794,-957,48,-60,-113,85,0
-1832,-914,20,-75,-171,95,0
-1838,-924,40,-96,-240,113,0
-1800,-951,69,-117,-226,130,0
-1805,-959,65,-138,-179,152,0
-1790,-957,77,-155,-118,175,0
-1775,-962,73,-163,-46,191,0
-1750,-988,103,-163,40,195,0
-1833,-937,41,-159,54,195,0
-1843,-936,55,-158,11,193,0
-1853,-962,72,-151,-35,191,0
-1880,-974,57,-145,-59,194,0
-1877,-969,40,-148,-52,199,0
-1859,-953,25,-159,-45,203,0
-1840,-950,14,-175,-45,198,0
-1822,-944,-2,-199,-20,189,0
-1815,-931,-11,-229,26,176,0
-1826,-915,-16,-259,75,158,0
-1859,-911,-1,-287,92,142,0
-1893,-926,18,-302,62,130,0
-1887,-939,43,-303,20,119,0
-1864,-943,59,-288,-25,104,0
-1850,-950,63,-263,-50,88,0
-1830,-961,41,-235,-32,68,0
-1803,-957,7,-211,-30,44,0
-1777,-948,0,-193,-30,10,0
-1773,-941,1,-174,14,-22,0
-1779,-935,-12,-159,53,-55,0
-1813,-917,-30,-151,54,-81,0
-1843,-888,-39,-146,30,-92,0
-1859,-890,-26,-143,27,-88,0
-1855,-911,-29,-139,40,-74,0
-1836,-923,-13,-133,39,-60,0
-1821,-920,6,-123,43,-50,0
-1835,-918,-9,-112,62,-42,0
-1868,-920,-21,-107,63,-28,0
-1851,-926,-21,-101,55,-12,0
-1830,-935,-13,-93,36,-3,0
-1830,-930,-8,-81,28,1,0
-1834,-922,-14,-63,-14,1,0
-1832,-915,6,-41,-56,0,0
-1810,-921,12,-21,-59,-2,0
-1824,-924,11,-9,-24,-4,0
-1842,-911,-22,-9,18,-1,0
-1841,-901,-40,-24,24,0,0
-1820,-889,-49,-44,23,-1,0
-1807,-905,-44,-66,50,-9,0
-1816,-924,-59,-86,80,-16,0
-1797,-934,-50,-99,93,-30,0
-1784,-932,-26,-97,89,-49,0
-1804,-929,2,-74,89,-68,0
-1835,-940,0,-43,89,-76,0
-1887,-950,1,-12,61,-69,0
-1916,-953,14,17,14,-49,0
-1904,-937,10,46,-42,-27,0
-1877,-922,-8,63,-83,-10,0
-1866,-923,-16,64,-102,-2,0
-1855,-908,-36,54,-115,0,0
