AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-2182,-550,160,142,-248,12,0
-2101,-507,70,148,-242,-60,0
-2073,-489,124,141,-137,-102,0
-2120,-539,162,146,10,-108,0
-2153,-561,147,147,83,-89,0
-2214,-526,160,150,43,-52,0
-2236,-487,149,154,-86,-1,0
-2196,-468,169,151,-234,47,0
-2143,-483,206,146,-286,84,0
-2077,-493,201,136,-251,100,0
-2038,-459,167,110,-205,89,0
-2022,-429,146,71,-136,58,0
-2037,-433,148,27,-67,20,0
-2039,-455,164,-11,-16,-21,0
-2023,-451,211,-30,24,-66,0
-2077,-439,241,-29,69,-102,0
-2078,-418,233,-17,52,-127,0
-2072,-414,275,-7,72,-143,0
-2132,-419,279,5,102,-138,0
-2151,-416,271,6,68,-117,0
-2150,-400,266,-7,11,-96,0
-2140,-377,244,-32,-86,-80,0
-2071,-380,215,-71,-185,-77,0
-2003,-388,208,-119,-199,-86,0
-1935,-394,215,-163,-139,-101,0
-1921,-425,234,-199,-60,-121,0
-1941,-436,252,-222,19,-137,0
-1964,-440,272,-233,78,-143,0
-2004,-451,289,-235,124,-137,0
-2017,-442,261,-230,154,-121,0
-2050,-444,227,-229,126,-100,0
-2061,-444,211,-238,74,-77,0
-2024,-445,187,-255,16,-60,0
-1975,-485,215,-270,7,-64,0
-2012,-504,221,-269,-13,-77,0
-1970,-497,201,-257,-32,-95,0
-1950,-456,160,-239,24,-125,0
-1970,-444,83,-230,73,-165,0
-2003,-445,5,-234,93,-208,0
-1993,-487,-100,-255,118,-259,0
-2008,-531,-134,-267,134,-316,0
-2033,-594,-95,-228,175,-374,0
-2098,-604,-96,-123,210,-430,1
-1915,-653,-84,49,119,-488,1
-2104,-668,-113,283,-14,-535,1
-2069,-641,-141,546,-130,-561,1
-2024,-635,-183,810,-262,-558,1
-1963,-631,-202,1063,-352,-538,1
-1848,-642,-210,1296,-393,-511,1
-1791,-599,-218,1504,-441,-485,1
-1712,-505,-229,1674,-502,-453,1
-1641,-401,-246,1795,-538,-407,1
-1579,-368,-209,1872,-501,-338,1
-1526,-286,-141,1917,-449,-262,1
-1465,-209,-81,1937,-405,-183,1
-1422,-162,16,1935,-345,-98,1
-1374,-59,69,1915,-258,-2,1
-1374,20,150,1875,-196,105,1
-1436,41,267,1826,-104,252,1
-1445,123,348,1759,22,425,1
-1467,182,389,1675,117,612,1
-1475,218,483,1570,162,802,1
-1508,261,561,1443,177,992,1
-1574,262,684,1297,158,1191,1
-1616,282,806,1134,139,1393,1
-1686,332,884,954,76,1588,1
-1706,334,972,749,-9,1754,1
-1674,357,1003,518,-35,1875,1
-1635,350,991,264,-24,1936,1
-1625,327,942,-3,40,1953,1
-1680,275,930,-274,201,1945,1
-1869,191,991,-510,334,1926,1
-1996,98,1090,-682,355,1891,1
-2160,-29,1148,-788,331,1852,1
-2239,-96,1200,-843,228,1810,1
-2297,-181,1255,-858,110,1767,1
-2342,-259,1276,-838,-30,1725,1
-2357,-269,1209,-808,-180,1676,1
-2390,-279,1001,-809,-216,1621,1
-2381,-302,813,-872,-172,1548,1
-2453,-280,699,-978,-57,1445,1
-2597,-264,697,-1088,41,1329,1
-2719,-249,743,-1168,42,1202,1
-2801,-258,799,-1204,8,1058,1
