AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1839,-342,643,-1792,314,386,0
-1854,-362,670,-1883,382,385,0
-1862,-359,659,-1975,435,374,0
-1902,-375,651,-2063,466,360,0
-2003,-384,649,-2142,412,362,0
-2027,-375,599,-2220,262,378,0
-1986,-391,571,-2304,134,400,0
-1937,-418,552,-2393,99,421,0
-1925,-433,509,-2486,152,448,0
-1893,-448,493,-2574,224,480,0
-1827,-463,499,-2650,337,506,0
-1826,-451,494,-2708,502,531,0
-1890,-460,489,-2758,635,560,0
-1903,-503,522,-2800,711,591,0
-1916,-559,625,-2820,757,612,0
-2024,-565,684,-2808,749,620,0
-2134,-517,656,-2775,538,627,0
-2140,-487,620,-2720,162,640,0
-2088,-476,575,-2655,-152,662,0
-1984,-470,480,-2595,-351,687,0
-1853,-495,402,-2554,-408,710,0
-1755,-524,355,-2526,-251,729,0
-1698,-553,302,-2502,45,736,0
-1620,-606,291,-2469,383,710,0
-1601,-643,340,-2407,668,641,0
-1681,-629,391,-2309,838,546,0
-1835,-614,449,-2172,836,452,0
-1988,-609,465,-2005,706,381,0
-2112,-554,430,-1828,399,341,0
-2150,-476,356,-1660,-29,335,0
-2104,-439,291,-1519,-374,359,0
-2021,-443,198,-1412,-539,403,0
-1905,-495,125,-1341,-448,452,0
-1861,-482,77,-1285,-221,497,0
-1955,-432,78,-1231,-46,539,0
-1876,-447,102,-1164,89,545,0
-977,-397,103,-1088,361,513,0
-1893,-396,-87,-1021,364,484,0
-2165,-496,152,-911,342,466,0
-2281,-382,151,-812,58,496,0
-2430,-126,192,-745,-70,591,1
-2360,-241,132,-691,-145,704,1
-2117,-385,129,-645,-91,804,1
-1723,-415,120,-566,34,757,1
-1574,-455,138,-451,184,577,1
-1673,-439,76,-335,300,367,1
-1905,-333,46,-242,341,218,1
-2138,-255,-14,-183,356,165,1
-2272,-169,-88,-163,304,181,1
-2261,-119,-112,-161,203,222,1
-2230,-105,-146,-164,130,263,1
-2187,-76,-181,-181,45,292,1
-2183,-101,-202,-216,-10,311,1
-2189,-95,-172,-250,-63,327,1
-2174,-84,-122,-260,-149,337,1
-2168,-107,-135,-261,-214,349,1
-2089,-129,-106,-245,-240,353,1
-2024,-110,-112,-208,-236,333,1
-2020,-144,-127,-159,-161,307,1
-2000,-160,-122,-95,-36,273,1
-2004,-148,-95,-8,74,227,1
-2072,-201,-72,93,152,182,1
-2008,-279,21,226,207,117,1
-1871,-418,170,436,245,-25,1
-1928,-480,236,733,203,-213,1
-2062,-491,267,1077,48,-375,1
-2165,-442,208,1420,-64,-473,1
-2262,-377,98,1716,-168,-494,1
-2237,-288,-51,1943,-190,-469,1
-2100,-261,-161,2096,-224,-454,1
-2026,-262,-184,2195,-214,-475,1
-1948,-355,-146,2267,-198,-527,1
-1918,-421,18,2353,-188,-611,1
-1901,-519,158,2488,-159,-716,1
-1838,-672,349,2703,-138,-850,1
-1860,-730,456,3015,-149,-996,1
-1898,-770,377,3374,-86,-1111,1
-2043,-665,247,3719,-71,-1167,1
-2033,-498,84,4006,-52,-1163,1
-1940,-510,-134,4192,126,-1153,1
-1917,-406,-234,4263,129,-1187,1
-1913,-596,-164,4274,210,-1265,1
-2006,-622,-54,4283,131,-1362,1
-2125,-623,117,4325,-51,-1440,1
-2205,-670,213,4391,-115,-1443,1
-2209,-741,447,4527,-127,-1402,1
-2124,-784,658,4769,-149,-1365,1
-1950,-760,653,5096,-66,-1345,1
-2016,-421,432,5403,-229,-1356,1
-2115,-516,89,5519,-391,-1345,1
-2238,-376,-180,5370,-533,-1307,1
-2417,-338,-290,4995,-833,-1234,1
-2392,-72,-336,4460,-1060,-1107,1
-2242,-112,-78,3877,-1015,-951,1
-1965,-57,350,3433,-828,-864,1
-1528,-54,900,3264,-778,-923,1
-1488,-122,869,3229,-401,-1011,1
