AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Trigger
-1988,-386,71,-3,-12,-11,0
-1982,-386,73,-2,-2,-13,0
-1973,-397,83,2,2,-18,0
-2005,-403,81,8,14,-19,0
-2028,-395,62,10,3,-14,0
-2029,-388,41,8,-51,-7,0
-1991,-400,35,-2,-69,1,0
-1978,-424,34,-16,-21,7,0
-1997,-421,11,-33,23,14,0
-1994,-404,26,-44,17,19,0
-1988,-410,52,-46,17,23,0
-1994,-440,55,-40,35,27,0
-2003,-441,55,-32,39,29,0
-1996,-433,61,-19,29,28,0
-1989,-430,63,-4,16,23,0
-1991,-433,41,8,12,20,0
-2012,-435,21,10,-4,19,0
-1993,-409,-4,-2,-17,23,0
-1992,-402,4,-22,-3,28,0
-2026,-413,-4,-47,41,42,0
-2038,-433,-1,-69,62,62,0
-2023,-437,10,-84,60,73,0
-1995,-442,18,-89,61,74,0
-1979,-447,25,-87,70,63,0
-1978,-452,37,-75,60,50,0
-1994,-459,40,-62,58,41,0
-2024,-466,29,-51,67,46,0
-2053,-447,3,-48,54,58,0
-2010,-447,11,-49,23,71,0
-2016,-447,-9,-55,50,81,0
-2009,-444,-43,-74,77,89,0
-1992,-432,-35,-97,86,90,0
-1993,-427,-29,-117,130,88,0
-2008,-439,-21,-136,150,88,0
-2051,-459,4,-149,136,95,0
-2075,-476,19,-149,100,110,0
-2063,-489,22,-142,72,126,0
-2033,-495,-1,-131,67,136,0
-1998,-507,-2,-123,86,134,0
-1967,-490,-31,-119,97,118,0
-1967,-489,-57,-125,116,97,0
-1993,-512,-76,-146,159,88,0
-2025,-508,-96,-177,196,96,0
-2035,-501,-83,-209,216,118,0
-2063,-507,-76,-236,230,144,0
-2084,-504,-77,-260,176,172,0
-2090,-503,-76,-278,108,200,0
-2075,-469,-96,-294,20,224,0
-1971,-433,-153,-331,-76,231,0
-1925,-412,-146,-394,-51,226,0
-2008,-378,-224,-498,25,244,0
-2065,-301,-338,-656,32,287,0
-2076,-337,-295,-815,-10,330,0
-1959,-728,216,-1050,104,373,0
-1928,-568,-77,-943,256,363,1
-1930,-600,76,-857,456,338,1
-2005,-632,241,-692,607,380,1
-2091,-532,249,-484,706,454,1
-2115,-467,192,-297,659,535,1
-2069,-433,5,-180,610,595,1
-1968,-346,-137,-150,531,612,1
-1888,-261,-244,-184,510,582,1
-1902,-184,-303,-258,416,516,1
-1923,-128,-308,-342,292,437,1
-2004,-97,-246,-408,142,378,1
-2029,-70,-206,-447,16,352,1
-2017,-44,-165,-454,-69,348,1
-1966,5,-150,-434,-97,353,1
-1957,-5,-116,-391,-73,354,1
-2025,-55,-119,-338,-54,357,1
-2027,-28,-118,-280,-4,367,1
-2073,1,-126,-239,29,373,1
-2065,56,-149,-205,56,375,1
-2103,104,-198,-192,40,371,1
-2080,180,-289,-201,16,369,1
-2055,223,-348,-229,23,359,1
-2060,205,-416,-261,68,345,1
-2053,214,-404,-260,141,340,1
-2078,194,-409,-207,262,332,1
-2122,172,-446,-102,359,325,1
-2027,121,-478,61,450,280,1
-2012,84,-465,287,485,189,1
-2047,85,-475,569,483,88,1
-2095,76,-423,902,353,-3,1
-2101,13,-470,1256,136,-85,1
-2045,19,-448,1618,-155,-183,1
-2077,-20,-409,1987,-462,-282,1
-2092,14,-407,2347,-813,-354,1
-2014,-7,-431,2684,-1058,-396,1
-1906,-95,-497,2979,-1085,-424,1
-1752,-169,-437,3273,-968,-480,1
-1651,-362,-299,3621,-750,-582,1
-1655,-498,-42,4099,-548,-724,1
-1761,-409,50,4694,-535,-861,1
-2017,-484,-126,5259,-517,-932,1
-2199,-417,-283,5695,-604,-908,1
-2240,-452,-302,6051,-671,-854,1
-2327,-134,-387,6330,-1048,-796,1
-2343,-249,-589,6435,-1325,-742,1
-2333,-163,-689,6331,-1647,-685,1
-2133,-114,-610,6105,-1803,-638,1
-1938,-119,-417,5845,-1758,-604,1
-1821,-132,-75,5665,-1534,-575,1
-1701,-110,141,5583,-1284,-566,1
-1622,154,152,5531,-1151,-580,1
-1568,351,-36,5369,-1017,-608,1
-1655,293,-273,4987,-731,-622,1
-1754,467,-206,4458,-519,-606,1
-1914,485,2,3915,-417,-577,1
-1956,449,304,3453,-406,-539,1
-1882,468,637,3139,-452,-528,1
-1813,407,853,2971,-407,-524,1
-1727,313,1057,2918,-327,-515,1
-1592,269,1075,2919,-155,-494,1
-1519,225,988,2893,174,-460,1
-1593,199,943,2825,440,-408,1
-1761,304,913,2706,469,-344,1
-1977,211,727,2478,333,-249,1
-2059,224,611,2156,209,-105,1
-2100,267,609,1806,199,58,1
-2222,275,748,1506,202,214,1
-2175,248,979,1303,14,308,1
-2041,244,1138,1186,-319,290,1
-1904,296,1138,1077,-612,182,1
-1934,357,971,906,-774,57,0
-1788,321,831,643,-708,-25,0
-1885,431,624,316,-710,-80,0
-1885,467,617,-34,-725,-137,0
-1945,305,686,-372,-647,-152,0
-2319,221,481,-699,-1476,-98,0
-1941,164,1239,-900,-1265,44,0
-1723,27,1277,-1046,-427,165,0
-2008,53,989,-1234,210,272,0
-2303,57,806,-1450,33,426,0
-2264,-22,912,-1635,-210,600,0
-2070,-75,1086,-1750,-205,740,0
-1983,-76,1163,-1799,-59,828,0
-1963,-75,1133,-1818,-21,873,0
-1996,-100,1035,-1836,-2,886,0
-1972,-169,976,-1858,-16,869,0
-1869,-255,1067,-1861,-27,808,0
-1773,-270,1140,-1816,40,697,0
-1761,-252,1118,-1742,101,552,0
-1810,-237,1055,-1662,114,407,0
-1846,-230,1015,-1586,82,278,0
-1866,-240,987,-1519,53,179,0
-1915,-251,931,-1466,49,112,0
-1959,-256,830,-1443,35,78,0
-2013,-268,740,-1455,17,80,0
-2051,-317,728,-1482,54,110,0
-2050,-359,735,-1510,55,145,0
-2066,-359,740,-1535,0,178,0
-2064,-332,743,-1556,-80,213,0
-2013,-361,786,-1579,-155,239,0
-2000,-383,781,-1606,-166,252,0
-2035,-385,692,-1648,-105,270,0
-2042,-367,614,-1706,-72,288,0
-1988,-356,568,-1775,-76,295,0
-1905,-370,567,-1845,-25,279,0
-1830,-380,552,-1915,84,239,0
-1775,-373,542,-1981,201,180,0
-1751,-347,569,-2033,271,113,0
-1744,-379,654,-2059,334,55,0
-1797,-426,723,-2058,449,20,0
-1927,-441,717,-2047,517,19,0
-2045,-444,659,-2041,455,53,0
-2075,-442,583,-2055,342,110,0
-2059,-428,531,-2084,262,175,0
-2037,-418,477,-2123,186,235,0
-1995,-433,442,-2167,126,289,0
-1934,-455,450,-2198,133,329,0
-1912,-436,450,-2204,169,357,0
-1873,-447,464,-2186,160,374,0
-1838,-500,505,-2147,196,382,0
-1836,-542,521,-2089,302,377,0
-1781,-584,556,-2010,390,343,0
-1820,-590,575,-1909,430,286,0
-1907,-575,544,-1800,401,229,0
-1948,-548,504,-1701,294,181,0
-1978,-507,450,-1620,177,140,0
-1986,-469,380,-1574,42,108,0
-1958,-490,306,-1569,-63,87,0
-1950,-514,232,-1602,-87,87,0
-1939,-515,163,-1661,-2,116,0
-1903,-527,124,-1734,159,156,0
-1864,-556,142,-1794,366,188,0
-1814,-624,206,-1819,610,194,0
-1832,-646,254,-1790,738,166,0
-1939,-650,287,-1716,750,130,0
-2014,-645,301,-1612,639,107,0
-2060,-605,284,-1493,464,98,0
-2069,-556,219,-1382,278,112,0
-2053,-543,166,-1299,187,153,0
-2062,-584,118,-1239,242,221,0
-2041,-588,68,-1195,337,299,0
-1997,-543,81,-1145,428,366,0
-1971,-514,111,-1075,521,410,0
-1974,-498,104,-995,559,435,0
-1963,-482,103,-922,568,439,0
-2002,-469,126,-851,573,428,0
-2039,-427,106,-786,518,411,0
-2053,-395,87,-733,415,392,0
-2032,-386,59,-684,316,373,0
-1961,-386,25,-641,258,343,0
-1922,-356,-32,-605,224,304,0
-1940,-327,-77,-583,190,279,0
-1976,-297,-99,-578,168,274,0
-2006,-273,-134,-592,171,292,0
-2035,-311,-87,-615,204,330,0
-2070,-341,-46,-637,243,379,0
-2081,-342,-56,-658,253,430,0
-2135,-343,-12,-660,149,465,0
-2115,-331,-17,-627,-57,472,0
-1896,-270,-34,-579,-238,440,0
-1963,-234,-98,-542,-326,416,0
-2033,-179,-188,-541,-388,445,0
-1990,-157,-257,-584,-333,506,0
-1880,-223,-210,-626,-71,564,0
-1736,-146,-74,-607,253,547,0
-1720,-124,56,-505,589,454,1
-1771,-174,142,-352,799,344,1
-2177,-149,154,-178,808,298,1
-2325,-19,121,-21,607,311,1
-2368,-1,3,84,386,362,1
-2260,29,-149,119,244,414,1
-2074,86,-264,102,203,421,1
-1916,106,-350,57,236,372,1
-1863,113,-342,10,308,293,1
-1896,106,-317,-21,323,212,1
-1915,108,-291,-24,303,140,1
-2026,75,-224,-4,244,98,1
-2095,42,-285,32,154,106,1
-2116,76,-205,91,28,138,1
-2101,93,-233,171,-53,172,1
-2060,103,-266,256,-131,195,1
-2018,119,-322,345,-131,191,1
-2035,123,-400,433,-76,177,1
-2048,91,-419,536,26,154,1
-2044,72,-424,678,53,100,1
-1963,66,-379,864,-22,-3,1
-1912,-22,-393,1068,-81,-150,1
-1876,-16,-343,1287,-173,-322,1
-1896,-70,-310,1518,-241,-491,1
-1947,-98,-263,1754,-336,-627,1
-2034,-117,-199,1997,-434,-711,1
-2053,-169,-142,2246,-538,-749,1
-2042,-229,-79,2514,-642,-766,1
-2004,-309,-40,2797,-699,-778,1
-1944,-401,38,3104,-683,-790,1
-1834,-514,132,3463,-601,-832,1
-1792,-553,187,3880,-537,-900,1
-1789,-469,67,4296,-480,-963,1
-1879,-231,-129,4609,-636,-1015,1
-1902,-404,-386,4726,-527,-1024,1
-2007,-264,-511,4660,-483,-996,1
-2036,-247,-413,4514,-480,-953,1
-2068,-283,-236,4377,-479,-909,1
-2025,-319,120,4352,-518,-881,1
-1812,-561,445,4515,-435,-927,1
-1847,-557,627,4865,-520,-1026,1
-1855,-449,491,5241,-539,-1071,1
-1917,-141,116,5462,-455,-1034,1
-2011,-52,-196,5412,-300,-910,1
-2213,80,-362,5106,-198,-716,1
-2326,34,-207,4672,-245,-496,1
-2275,269,112,4287,-566,-320,1
-2219,246,379,3994,-886,-167,1
-2168,304,354,3712,-1043,4,1
-1969,377,534,3470,-935,189,1
-1699,309,758,3318,-752,315,1
-1479,293,838,3224,-518,355,1
-1310,312,893,3141,-328,316,1
-1217,310,856,3018,-144,219,1
-1253,346,700,2787,114,116,1
-1404,447,554,2428,288,29,1
-1618,457,466,1964,396,-20,1
-1920,418,452,1439,470,2,1
-2225,464,583,935,398,81,1
-2276,442,805,532,101,177,1
-2189,438,875,219,-150,271,1
-2170,397,883,-35,-151,387,1
-2049,320,1056,-209,-74,491,1
-1864,129,1209,-292,-10,566,0
-1958,95,1244,-313,3,605,0
-1984,53,1272,-305,8,592,0
-2026,4,1249,-299,27,577,0
-1989,-2,1247,-294,15,563,0
-2014,-28,1228,-296,29,531,0
-2275,22,900,-312,-526,497,0
-2118,6,1299,-302,-548,514,0
-2097,-81,1199,-315,-224,528,0
-2206,-38,930,-402,-38,531,0
-2253,23,863,-523,-169,535,0
-2135,22,895,-640,-235,526,0
-2023,10,925,-744,-142,483,0
-1958,19,921,-843,-66,406,0
-1949,32,951,-926,-44,311,0
